TF	NES	size	p.value	FDR
SIX6	0.508563790813155	30	0.611058014865576	0.955667303121326
RFX1	0.508085637873147	20	0.611393286908993	0.955667303121326
MXD3	-0.507601569342352	57	0.611732789835323	0.955667303121326
HES2	-0.507389437623627	81	0.611881595352485	0.955667303121326
TOX4	-0.50684857920041	37	0.612261067554031	0.955667303121326
CCNL1	0.506467900516254	57	0.612528218283109	0.955667303121326
GABPB2	0.506355303956146	3	0.612607245590594	0.955667303121326
ZNF283	-0.505063173052384	6	0.613514466223789	0.956346915835391
ZNF140	0.504253082686891	6	0.614083542522482	0.956498789735479
HNF1A	-0.50259078299379	27	0.615252010816958	0.956886047027835
ZNF821	-0.502292770997802	8	0.615461593538916	0.956886047027835
PRDM1	0.501886050586483	24	0.615747678190989	0.956886047027835
RFX6	-0.499387241773839	30	0.617506605377409	0.95793035392887
ZFP3	-0.499061562332584	5	0.617736015133105	0.95793035392887
ZNF619	-0.498844959297701	2	0.617888611729359	0.95793035392887
TBX2	0.498248233873122	21	0.618309089394916	0.95793035392887
ELL2	0.497573884883116	30	0.618784414350814	0.957934955956832
FERD3L	-0.495258023242563	28	0.620417997570621	0.958000889408136
NFE2L2	-0.493529487517067	11	0.621638509773758	0.958000889408136
FOS	-0.49302117360187	15	0.621997626530523	0.958000889408136
TNIP2	0.492868674300942	61	0.622105382735008	0.958000889408136
TCF7	-0.492508168333061	48	0.622360148922833	0.958000889408136
NCOR1P1	0.492233855060282	31	0.622554033849777	0.958000889408136
ZNF577	-0.4919187571534	4	0.622776777710512	0.958000889408136
MDM4	0.491696082390692	35	0.622934208136418	0.958000889408136
TCF4	0.490616855009901	64	0.623697462957497	0.958000889408136
URI1	-0.48983001444212	13	0.624254189830194	0.958000889408136
KDM1B	-0.489201308815847	30	0.624699183024231	0.958000889408136
ZSCAN1	0.488648204170061	38	0.625090779591774	0.958000889408136
PAX4	-0.487812782770282	37	0.625682456300606	0.958000889408136
NPAS4	0.487690917339796	28	0.625768786124334	0.958000889408136
PRDM10	0.486529592374389	8	0.626591729378346	0.958000889408136
ZNF594	-0.485888350808977	3	0.627046328189055	0.958000889408136
MAGEB10	-0.485448216157161	21	0.627358437195789	0.958000889408136
ZSCAN10	-0.483892540763581	15	0.628462134434965	0.958000889408136
HOXD9	0.483517249518801	37	0.628728514953494	0.958000889408136
SOX15	0.482932192583136	18	0.629143882897433	0.958000889408136
IKZF1	-0.481542246758606	163	0.63013116149611	0.958000889408136
ZNF354A	-0.481087997785393	10	0.630453957954292	0.958000889408136
CCAR1	-0.480723919326115	57	0.630712728763782	0.958000889408136
MAGEA13P	0.480684587142768	36	0.630740687045381	0.958000889408136
ZNF468	0.480231594199354	6	0.631062723644273	0.958000889408136
CSRNP1	0.478808045002658	24	0.632075192886161	0.958000889408136
ZSCAN9	-0.477919350391222	2	0.632707608228566	0.958000889408136
PBX3	0.477527246328007	13	0.632986723858301	0.958000889408136
ZNF101	0.476974389136328	18	0.633380358900536	0.958000889408136
ZNF189	0.476464399750832	14	0.633743564063273	0.958000889408136
ZNF526	-0.476403281134466	6	0.633787097554351	0.958000889408136
ZNF551	-0.476183870759702	1	0.63394338934207	0.958000889408136
TET1	0.474648766883433	19	0.635037340747499	0.958360123518464
BEND3	-0.474524072862632	57	0.635126235704544	0.958360123518464
MAGEB5	-0.473417478968732	39	0.635915362074034	0.958837438130959
ETV4	-0.470110776191125	24	0.638275875503746	0.961681631145317
ZNF362	-0.469125643983749	26	0.63897983008377	0.961712862314732
MED14	-0.468289852652909	12	0.6395773240143	0.961712862314732
ZMYND11	-0.467767840526387	10	0.639950620867561	0.961712862314732
ADCYAP1	0.466884071891695	23	0.640582821721275	0.961712862314732
MTA1	-0.466765459126506	65	0.640667690822092	0.961712862314732
BHLHE23	-0.466022284445236	19	0.641199549668197	0.961750827259623
ZNF276	0.464936371755318	79	0.641977022894363	0.961750827259623
WWC2	0.464742749677384	8	0.642115690389315	0.961750827259623
MED27	-0.463573644855454	127	0.642953240262597	0.962294591330292
ZNF654	0.46217599127086	20	0.643955118879332	0.962421956554351
SOX12	-0.462130871406723	62	0.643987472901506	0.962421956554351
ZNF3	-0.461261946610785	19	0.644610682823925	0.962643935763563
SETBP1	0.455334267617283	8	0.648868776852142	0.964853092784936
TCF12	0.455216203038734	4	0.64895370474928	0.964853092784936
MAGEE2	-0.454854013984567	6	0.649214268222997	0.964853092784936
CREB3	0.454729860797297	196	0.649303595507437	0.964853092784936
BRD1	0.454605170557257	26	0.649393314273291	0.964853092784936
TRIP4	0.45429977991766	52	0.64961307445328	0.964853092784936
ZNF876P	0.454207271105366	5	0.649679650138386	0.964853092784936
HIC2	0.453906511453759	14	0.649896116737783	0.964853092784936
NR2E3	0.452173654440841	62	0.651143886027008	0.965471945562697
NFYB	-0.452005390131992	11	0.651265099373653	0.965471945562697
HIF3A	-0.45127320221839	29	0.651792656310269	0.965548215483729
TET2	0.450431725894195	37	0.652399173171983	0.96574125780495
MAGEC2	0.448566579157346	28	0.653744347365947	0.966106369740703
ZNF544	0.447444118572724	2	0.65455442712774	0.966106369740703
MZF1	0.447132552081446	47	0.654779356845356	0.966106369740703
ZNF606	-0.446648472881841	16	0.6551288911126	0.966106369740703
ZNF765	-0.446446998868884	3	0.655274389733891	0.966106369740703
ZNF584	-0.445290880401559	41	0.656109557457632	0.966106369740703
BATF	-0.444900817136815	41	0.656391432096263	0.966106369740703
RXRB	0.443777771071714	12	0.657203261216221	0.966106369740703
CHCHD2P9	0.442625009725678	21	0.658036991859294	0.966106369740703
ZBTB45	0.44136350455471	23	0.658949858679536	0.966106369740703
SUPT20HL2	-0.441119386613898	23	0.659126569234474	0.966106369740703
PPARGC1A	0.440405444131946	14	0.65964348259457	0.966106369740703
SP140L	0.440216172479999	13	0.659780547576934	0.966106369740703
NKAP	-0.440065051581297	40	0.659889993102004	0.966106369740703
NPAS1	0.439023680491145	34	0.66064437781387	0.966106369740703
ZNF655	-0.438948971987306	5	0.660698511035491	0.966106369740703
NONO	-0.438885716930305	21	0.660744346563291	0.966106369740703
CBX5	0.437248981674271	9	0.66193079058462	0.967117416365662
POU1F1	-0.436616366321397	7	0.66238959138654	0.967117416365662
ZSCAN5A	0.432741799644345	3	0.665202359293259	0.968932255348187
ZNF260	-0.430402294230274	3	0.66690302674291	0.968932255348187
PHF20L1	-0.429979042086693	43	0.66721088661582	0.968932255348187
ZNF850	0.429788673159969	1	0.667349373066202	0.968932255348187
ZNF462	0.42924037635889	1	0.667748302291834	0.968932255348187
ATXN7L3	0.428341416126622	40	0.668402569996136	0.968932255348187
LHX5	-0.427859777930732	33	0.668753212353852	0.968932255348187
ZNF829	-0.427416657790349	2	0.66907587661663	0.968932255348187
ZNF488	0.42731093939736	42	0.669152866007218	0.968932255348187
SMARCE1	-0.426150849623321	14	0.669997929400219	0.968932255348187
SALL4	0.425580928098382	29	0.670413239900712	0.968932255348187
BHLHA15	-0.4241132099595	43	0.671483252010574	0.968932255348187
TCF7L1	0.423776354553573	15	0.671728924137612	0.968932255348187
ZNF705B	-0.423713250091254	36	0.671774950775054	0.968932255348187
ZNF502	-0.423304527677155	2	0.672073091314334	0.968932255348187
EVX2	-0.422887542995601	29	0.672377311885114	0.968932255348187
ZNF587	-0.422757520614882	14	0.672472183617616	0.968932255348187
ZNF34	-0.421734115708704	11	0.673219100071267	0.968932255348187
ZFP62	-0.419008131857542	11	0.675210189341265	0.968932255348187
PHF10	-0.418257341608276	10	0.675758975174145	0.968932255348187
ZNF773	0.415802737121721	2	0.677554355815812	0.968932255348187
THRA	-0.415252767596676	10	0.677956873828598	0.968932255348187
SPIN3	-0.414542990501028	41	0.678476489516138	0.968932255348187
MAGEA10	0.413781282118444	28	0.679034293307502	0.968932255348187
DUXB	0.413594324258424	30	0.679171230598469	0.968932255348187
FOXO6	-0.412111766345026	55	0.680257504790712	0.968932255348187
CBFA2T2	0.411438269893154	30	0.680751196882326	0.968932255348187
TRIM27	-0.411104880843812	23	0.680995631195129	0.968932255348187
HOXA7	-0.410927767496213	27	0.681125500856988	0.968932255348187
ZNF10	0.408172356822186	6	0.683147141242389	0.968932255348187
MESP2	-0.406902953251626	70	0.684079266834315	0.968932255348187
SPIN4	-0.40681566519936	5	0.68414338033709	0.968932255348187
ZNF300	-0.405789156250567	2	0.684897526908126	0.968932255348187
SMAD5	-0.404768579359109	40	0.685647626852636	0.968932255348187
PBX2	-0.403955140763699	4	0.686245707023041	0.968932255348187
HNF1B	0.403671109555545	55	0.686454587089907	0.968932255348187
ETV6	0.403396496653936	4	0.686656563590132	0.968932255348187
ZNF789	-0.403182893729796	53	0.686813683010175	0.968932255348187
NFXL1	0.401851441143981	13	0.687793361401252	0.968932255348187
ZNF445	-0.401493584713688	4	0.688056760432736	0.968932255348187
NFATC2	-0.401403919173901	17	0.68812276438482	0.968932255348187
ZFP42	0.400398078695653	44	0.68886333913507	0.968932255348187
ZNF215	-0.399558640331496	15	0.689481624639941	0.968932255348187
RORB	0.398647743354956	4	0.690152777380272	0.968932255348187
RORA	-0.39465538719002	11	0.693097231465115	0.968932255348187
ZFP57	0.394407546919943	25	0.693280172808286	0.968932255348187
NHLH1	0.394270265672718	25	0.693381513576557	0.968932255348187
ILF2	-0.393484283676574	77	0.693961829620424	0.968932255348187
ZNF449	0.392786402928841	10	0.694477248109467	0.968932255348187
TCFL5	-0.392414124683647	43	0.694752251301375	0.968932255348187
E2F7	-0.392135985677783	58	0.694957739744595	0.968932255348187
MEF2B	0.392060889824932	7	0.695013224227273	0.968932255348187
ZNF43	-0.391874672360295	3	0.695150817829766	0.968932255348187
SPINDOC	-0.391117079899197	30	0.695710696280206	0.968932255348187
ICE2	-0.390902547231987	71	0.695869271068115	0.968932255348187
MEOX1	-0.390702839956435	11	0.696016899414949	0.968932255348187
DMAP1	0.390557076352596	12	0.696124658594907	0.968932255348187
RCOR1	0.389273246084908	43	0.697074025130825	0.968932255348187
SIRT6	-0.388920654119007	84	0.697334842886436	0.968932255348187
HOXC11	0.387485440849702	30	0.698396861266097	0.968932255348187
ZNF132	0.384814198264318	10	0.700375078999584	0.968932255348187
E2F4	-0.384582786430246	90	0.700546549481569	0.968932255348187
TFCP2L1	-0.384302879187775	39	0.700753974262025	0.968932255348187
TBX4	-0.384283991015575	28	0.700767972113361	0.968932255348187
ZNF517	0.383486567358494	26	0.701359028116721	0.968932255348187
MAGEF1	-0.383330951002714	15	0.701474393141351	0.968932255348187
ING2	-0.383297972246436	18	0.701498842580185	0.968932255348187
ZIC1	-0.381669562445831	48	0.702706479622937	0.968932255348187
FOXA3	-0.380289366910655	64	0.703730627660947	0.968932255348187
BRMS1L	-0.380234635746316	63	0.703771250982801	0.968932255348187
STAT5B	0.380134405072992	24	0.703845647771259	0.968932255348187
PPARA	0.379692557019383	20	0.704173645789598	0.968932255348187
INSM1	0.379220639809023	34	0.704524025885247	0.968932255348187
HOXC8	0.379130764289595	3	0.704590762058665	0.968932255348187
OTX2	-0.37806124354763	43	0.705385098468787	0.968932255348187
PHC1	-0.377813697521609	9	0.705568997489738	0.968932255348187
LHX2	-0.377243356415225	12	0.705992762616524	0.968932255348187
SOHLH1	-0.375974621246987	24	0.706935763460126	0.968932255348187
NR1I3	0.375822832426685	14	0.707048612267483	0.968932255348187
ZFP37	-0.375733372713554	2	0.70711512493691	0.968932255348187
ZNF596	-0.373867395259046	62	0.70850297506425	0.968932255348187
BCLAF3	-0.373643964034657	29	0.708669220568551	0.968932255348187
DEAF1	0.373026336062001	36	0.709128843002528	0.968932255348187
MYNN	-0.372870281270969	72	0.709244991624642	0.968932255348187
PKNOX1	-0.371951298074622	16	0.70992911040387	0.968932255348187
ZNF296	-0.370598165300809	20	0.710936848787245	0.968932255348187
PCBP1	-0.370363666621135	192	0.711111541857239	0.968932255348187
GATA2	-0.370100240431157	21	0.711307802975763	0.968932255348187
TBX6	-0.369918501226216	31	0.711443215776812	0.968932255348187
ZNF792	0.369870685282448	4	0.711478844665106	0.968932255348187
GBX1	0.369734864963846	18	0.711580051311032	0.968932255348187
NSD3	0.368214240778629	26	0.712713492553685	0.968932255348187
EPC2	0.367308491813361	9	0.713388920573874	0.968932255348187
SUPT16H	-0.366297490177726	48	0.71414310220588	0.968932255348187
GATA1	0.365930245041975	18	0.714417126983169	0.968932255348187
MLXIP	-0.364338578941471	11	0.715605194814061	0.968932255348187
CBFA2T3	0.364287381472801	55	0.715643421611154	0.968932255348187
ZNF227	0.363990540007288	1	0.715865073539906	0.968932255348187
CDK5	-0.363774265279746	104	0.716026581257823	0.968932255348187
FOXD4L3	-0.363575533692459	8	0.71617499946845	0.968932255348187
MSANTD1	0.363556222159174	12	0.716189422423969	0.968932255348187
ZNF621	0.363226638048799	26	0.716435590260532	0.968932255348187
BCORL1	0.36316991708835	14	0.716477958371018	0.968932255348187
WWC1	-0.362608865399745	16	0.716897086771757	0.968932255348187
SP8	0.361743572630987	47	0.717543662756708	0.968932255348187
HEXIM1	0.360959929864182	8	0.718129401783124	0.968932255348187
HDGF	0.360486421079992	28	0.718483409424475	0.968932255348187
SPIN1	0.360357331667981	32	0.718579930555903	0.968932255348187
ZNF350	0.359100595633789	1	0.719519836035221	0.968932255348187
ZNF770	0.358271338220292	44	0.720140265193118	0.968932255348187
MED20	-0.358047301954184	27	0.720307915036257	0.968932255348187
ZNF653	-0.357013845021978	27	0.721081441018175	0.968932255348187
ZEB1	0.356443793224094	73	0.72150823786887	0.968932255348187
MYT1	0.355960605953894	46	0.721870067307525	0.968932255348187
FOXF1	-0.355045037157691	23	0.722555851504187	0.968932255348187
ZNF587B	-0.353981858149016	6	0.723352479231779	0.968932255348187
MAGEA9B	-0.352791658982519	53	0.724244637398706	0.968932255348187
BRWD1	0.352280428242559	22	0.724627964563605	0.968932255348187
MED12	-0.351601092962638	8	0.725137445416398	0.968932255348187
CIR1	-0.351556663814428	32	0.725170770172213	0.968932255348187
RARA	0.351209493613931	31	0.725431188361699	0.968932255348187
POU3F1	-0.350967218814738	21	0.725612941565552	0.968932255348187
MED4	-0.350933206150561	56	0.72563845891401	0.968932255348187
NFX1	0.350260135278648	19	0.726143480033711	0.968932255348187
FOXH1	-0.349848105777244	50	0.726452694360183	0.968932255348187
POU5F2	-0.349561045643105	57	0.726668149715382	0.968932255348187
CHUK	-0.349006030436051	56	0.727084782263843	0.968932255348187
ZNF730	-0.348880543408792	7	0.727178992639718	0.968932255348187
HDAC9	-0.348574159369529	7	0.727409030201216	0.968932255348187
NR1H3	0.348439793703806	61	0.727509921634672	0.968932255348187
HDAC6	0.348235621233345	14	0.727663238093969	0.968932255348187
TBR1	-0.348087724260413	28	0.727774303167092	0.968932255348187
HMGA2	0.34631787391517	40	0.729103837337444	0.968932255348187
ZNF451	0.345611446769038	25	0.729634742250282	0.968932255348187
ATMIN	0.344522198346758	10	0.730453604817634	0.968932255348187
SUPT20H	0.344379782132629	21	0.730560691568318	0.968932255348187
ZNF735	0.344128740818488	33	0.730749469369918	0.968932255348187
PAX6	0.343448660898984	32	0.731260957109153	0.968932255348187
ZNF410	-0.342775234340719	41	0.731767558595433	0.968932255348187
ZNF347	-0.342231035645561	1	0.73217703073525	0.968932255348187
ZFP2	0.342206497354605	4	0.732195495911603	0.968932255348187
FLI1	0.341723328646844	58	0.732559114150126	0.968932255348187
SKIL	-0.3416118816753	21	0.732642994313767	0.968932255348187
ZNF510	-0.341125737536551	9	0.733008926293456	0.968932255348187
SLTM	0.340810386491842	26	0.733246330803582	0.968932255348187
ZSCAN31	0.340622122586126	2	0.733388072958317	0.968932255348187
ASCL3	-0.339504774971639	16	0.734229500565029	0.969163990836256
ZNF692	0.339083033211716	65	0.734547179631277	0.969163990836256
MEIS1	-0.338485769931955	14	0.734997148868916	0.969163990836256
KLF8	0.337574319207562	13	0.735683997540658	0.96943934178847
HMX3	0.336369229105553	14	0.736592450603466	0.969669960201873
FOXN1	0.335991068048452	109	0.736877602006458	0.969669960201873
SAP18	-0.33378340198387	47	0.738543009134815	0.969669960201873
VGLL3	0.333501266318587	24	0.738755933727624	0.969669960201873
JADE3	-0.333290098584157	38	0.738915312737044	0.969669960201873
ZNF841	0.332830571955355	2	0.739262179569404	0.969669960201873
ZNF286B	-0.332297424701514	3	0.739664684316157	0.969669960201873
ZNF676	0.332271661496122	4	0.739684136307839	0.969669960201873
ATOH1	-0.330784335272402	82	0.740807394077063	0.969926722843477
FOXK2	-0.330604305702898	37	0.740943393465885	0.969926722843477
GLI4	-0.330112705912946	29	0.741314802962223	0.969926722843477
HNF4A	-0.328115200920025	73	0.742824561003142	0.970172151813008
HNRNPK	-0.327709581776722	102	0.743131257920998	0.970172151813008
NR2C1	0.327395668470994	7	0.743368642170453	0.970172151813008
CPHXL	-0.324997403682615	47	0.745183036690238	0.970172151813008
TADA3	-0.324501028016712	85	0.745558744087835	0.970172151813008
ELK1	0.32395091790779	20	0.745975193856767	0.970172151813008
ZFP69	-0.32370119691913	2	0.746164264597866	0.970172151813008
SOHLH2	-0.32364228072513	33	0.746208873924005	0.970172151813008
FOXN4	0.322746776344646	35	0.746887023840279	0.970172151813008
CCAR2	-0.321981155444476	111	0.74746697071327	0.970172151813008
ZFPM2	0.321110423710613	8	0.748126711297253	0.970172151813008
ZNF660	0.320671938712818	3	0.748459014782564	0.970172151813008
ZNF35	-0.320300233830216	19	0.748740745916261	0.970172151813008
LBX1	-0.320063612771373	43	0.748920108679791	0.970172151813008
ZNF582	-0.319921838018584	6	0.749027582848183	0.970172151813008
POU2F1	0.319751650078287	14	0.749156602435488	0.970172151813008
ZFX	0.318118841896271	22	0.750394791704593	0.970779942562966
BACH2	-0.317082343411911	2	0.751181122063821	0.970779942562966
PURB	0.316363150489222	7	0.751726883320519	0.970779942562966
RING1	-0.315565560761797	11	0.75233228140086	0.970779942562966
ZNF595	0.31504368932387	3	0.752728482300092	0.970779942562966
CAMTA1	-0.31457706014929	93	0.753082798855079	0.970779942562966
ZNF578	0.314040616258499	2	0.753490190740841	0.970779942562966
ZXDA	0.314005353950034	4	0.753516972420912	0.970779942562966
SREBF2	0.313456154495569	26	0.753934126990469	0.970779942562966
NR5A1	-0.312028569805108	34	0.755018810954106	0.971166332431458
ZNF33A	0.311557097987197	19	0.75537714318758	0.971166332431458
PHF8	0.310534001625924	18	0.756154907001682	0.971166332431458
LDB1	0.310376664614092	24	0.756274537458698	0.971166332431458
HIF1AN	0.309911046537425	14	0.756628602190189	0.971166332431458
ZNF671	0.309154656645575	3	0.757203884161733	0.971289991827953
ZBTB25	0.30825097039845	35	0.757891370619405	0.971368024598831
RNF4	0.307815569060448	19	0.758222674033505	0.971368024598831
ZNF195	-0.306414581924714	32	0.759289007208275	0.971515559712531
ZNF440	-0.306405478046985	10	0.759295937941007	0.971515559712531
MIER3	-0.304324681007522	41	0.760880543599132	0.972929219684136
MAX	-0.302866719255853	38	0.76199143503923	0.973387946617788
ZNF280C	-0.300910381590388	8	0.76348283364503	0.973387946617788
BRD3	0.300861478308618	21	0.763520125949166	0.973387946617788
ZNF302	0.300464959633607	5	0.763822520491224	0.973387946617788
NOTO	-0.299258957265048	28	0.764742467745789	0.973387946617788
ZBTB2	-0.299017966725358	8	0.764926336905061	0.973387946617788
ZNF546	-0.298013410310636	2	0.76569292846686	0.973387946617788
HNRNPU	0.296930960830473	32	0.766519218251993	0.973387946617788
ZNF230	-0.295863009944285	1	0.767334700822678	0.973387946617788
ZNF266	0.295543321429759	3	0.767578863714504	0.973387946617788
ZNF514	-0.295386618777978	32	0.767698554178559	0.973387946617788
ZNF709	0.294607647451727	22	0.768293619513884	0.973387946617788
ARGFX	0.293902730346268	17	0.768832231689052	0.973387946617788
VEZF1	0.29328191275873	12	0.76930667764084	0.973387946617788
RUNX3	0.292301350168882	36	0.770056226586047	0.973387946617788
HDAC1	-0.2918181223805	32	0.770425688384429	0.973387946617788
MTF2	0.291464635087577	15	0.770695987406117	0.973387946617788
NLRC5	-0.289534182293505	24	0.772172625780559	0.973387946617788
KLF12	0.288925510912983	9	0.772638380991707	0.973387946617788
HOXD13	0.288920985204307	27	0.772641844370021	0.973387946617788
ZNF557	-0.288590681417323	4	0.772894627385692	0.973387946617788
KCNIP3	-0.288524775305671	22	0.772945068522285	0.973387946617788
IKZF5	-0.287398963210092	44	0.77380685496768	0.973387946617788
ELL	0.287349388529391	12	0.773844809803524	0.973387946617788
ZGPAT	0.287212202600297	38	0.77394984344263	0.973387946617788
APBB3	0.286972595740145	48	0.774133303526979	0.973387946617788
E2F6	0.286858849323429	32	0.774220400304601	0.973387946617788
BATF2	-0.283663085388994	39	0.776668586713202	0.973387946617788
TEAD4	-0.283653221837931	39	0.776676146355888	0.973387946617788
DYRK1A	0.283390554190187	7	0.776877468403034	0.973387946617788
SREBF1	0.283341770710723	69	0.776914860230972	0.973387946617788
KLF7	0.282884168668978	11	0.777265630696237	0.973387946617788
NANOG	-0.282382273135298	21	0.777650406126743	0.973387946617788
ZNF737	0.281709315532809	9	0.778166410914898	0.973387946617788
ZNF561	0.281580810204587	19	0.778264956284206	0.973387946617788
ZNF609	0.279011255431508	15	0.780236187055566	0.973387946617788
ZNF433	0.278783005169828	3	0.780411357506749	0.973387946617788
MRGBP	-0.278759282918759	33	0.780429563765881	0.973387946617788
AR	-0.278503006036437	3	0.780626257804717	0.973387946617788
ZNF77	0.277908047151094	3	0.781082946414276	0.973387946617788
ZSCAN21	0.277650423552505	6	0.781280720933992	0.973387946617788
ZNF354C	0.274404185079893	1	0.783774027177516	0.973387946617788
ZBED6	0.273787047925831	9	0.784248277704601	0.973387946617788
SLC30A9	0.273283224234137	50	0.78463550981861	0.973387946617788
MLF1	-0.271180607223032	38	0.786252127528798	0.973387946617788
ZNF416	-0.270805962562257	3	0.786540273722159	0.973387946617788
KDM1A	0.270483572017168	39	0.786788253705821	0.973387946617788
ZNF780B	-0.268490310805133	2	0.788321932032874	0.973387946617788
NSD2	-0.267790014907483	54	0.788860957064975	0.973387946617788
ZKSCAN8	-0.267744202928128	25	0.788896222547376	0.973387946617788
VDR	0.267379033638354	22	0.789177340709314	0.973387946617788
MED12L	0.26640125152283	6	0.789930201468322	0.973387946617788
RFX4	0.266151089189469	34	0.790122849949281	0.973387946617788
NCOA3	0.264172557241909	35	0.791646956284426	0.973387946617788
ZNF616	0.263206228252404	9	0.792391630559648	0.973387946617788
CTBP2	-0.263073797919787	31	0.792493699046634	0.973387946617788
MYPOP	0.262854112507754	13	0.792663025783446	0.973387946617788
ZNF263	-0.262688614900738	18	0.792790592690363	0.973387946617788
POU4F3	-0.261975406194337	13	0.793340403193535	0.973387946617788
KDM3B	0.261958284862314	25	0.793353603242064	0.973387946617788
ZNF786	0.261503600470953	5	0.793704173321937	0.973387946617788
HSF4	0.261023247734515	71	0.794074579451676	0.973387946617788
TCF3	0.260545111626503	24	0.794443322435681	0.973387946617788
AIRE	-0.260122538682743	22	0.794769252838409	0.973387946617788
ZNF473	-0.259544499964622	12	0.795215151967413	0.973387946617788
CEBPB	-0.259467885132995	41	0.79527425768107	0.973387946617788
ZNF791	-0.257770777373675	1	0.796583818777597	0.973387946617788
BHLHE40	0.255267142306555	14	0.798516776092423	0.973387946617788
RXRG	0.254145035872375	45	0.799383511670279	0.973387946617788
ZNF44	0.253371901167738	6	0.799980838991222	0.973387946617788
ZNF547	-0.253352673629592	2	0.799995695765668	0.973387946617788
ARNT2	0.253064065887544	9	0.800218706493473	0.973387946617788
ZNF891	0.252801487092852	10	0.800421618487322	0.973387946617788
ISL2	0.252638705691539	21	0.800547417202028	0.973387946617788
ZNF558	0.250291918785326	1	0.802361605500829	0.973387946617788
ZNF71	-0.250049201722996	9	0.802549299393031	0.973387946617788
ZNF14	0.249429506211846	1	0.803028563590697	0.973387946617788
CHD8	0.248977448861563	35	0.803378225427093	0.973387946617788
SETD3	-0.248975661482275	50	0.803379608025244	0.973387946617788
ZNF560	0.248957133870467	37	0.803393939793983	0.973387946617788
ZNF519	0.248955892512887	26	0.803394900030721	0.973387946617788
ZNF211	0.248945197182332	3	0.803403173283132	0.973387946617788
PHIP	0.248759447110833	51	0.803546861670101	0.973387946617788
HES4	-0.248605480204148	38	0.803665968979952	0.973387946617788
ZSCAN5B	0.248586066599653	22	0.80368098748035	0.973387946617788
ZNF18	-0.24834710595688	8	0.80386585504217	0.973387946617788
ZNF727	-0.248249324668878	4	0.803941504923732	0.973387946617788
ZNF782	-0.248239816093452	22	0.803948861466074	0.973387946617788
SMAD6	-0.247712103393146	21	0.804357166531982	0.973387946617788
ETV7	-0.246760052587951	47	0.805093927989505	0.973387946617788
ZNF404	0.245225231436602	1	0.806282040860462	0.973387946617788
ZNF777	-0.245089021491389	17	0.806387503319232	0.973387946617788
DPF2	-0.245063912232279	40	0.806406944899339	0.973387946617788
PTOV1	-0.243773802477975	42	0.807406010924609	0.973387946617788
NUP107	-0.243688910160281	90	0.807471762903167	0.973387946617788
HMGB4	-0.243643860965832	39	0.807506655584252	0.973387946617788
FOXO3	0.241049975424603	9	0.809516383463785	0.973387946617788
MAGED2	-0.240801829056334	62	0.809708711948189	0.973387946617788
NKX3-1	0.240695563526386	30	0.809791077693716	0.973387946617788
ZNF318	0.240146001351358	16	0.810217073488575	0.973387946617788
YY1	-0.23984462280692	21	0.810450712413138	0.973387946617788
CBX2	-0.238900805775435	29	0.81118250073106	0.973387946617788
OVOL3	-0.237873553956153	31	0.811979167720098	0.973387946617788
ZNF251	-0.237249148507722	9	0.812463509516645	0.973387946617788
FOXD4L5	0.236375294313008	18	0.813141465347568	0.973387946617788
LEO1	-0.235072334078811	80	0.814152591286831	0.973387946617788
ZNF337	0.234317565573139	34	0.814738450114664	0.973387946617788
PPRC1	-0.234280308122001	25	0.814767372405493	0.973387946617788
IRX5	-0.233436607409299	27	0.815422389645616	0.973387946617788
FOXI1	-0.231832697132163	48	0.816667960168397	0.973387946617788
ZNF501	-0.231821699704054	3	0.816676502193913	0.973387946617788
TBL1XR1	-0.230940073989753	19	0.817361357555529	0.973387946617788
UBP1	0.230129466425277	34	0.817991168399976	0.973387946617788
TFDP1	0.228183879822382	48	0.819503292928372	0.973387946617788
ZNF292	-0.227875729900757	21	0.819742851098937	0.973387946617788
BRCA2	0.227189881471576	58	0.820276095413021	0.973387946617788
ZBTB24	-0.227159477105202	10	0.820299736607253	0.973387946617788
RFPL2	-0.225658366745204	52	0.821467141368845	0.973387946617788
SMARCA5	0.225488482313346	79	0.821599284459365	0.973387946617788
ZNF83	0.224140388496397	4	0.822648066382426	0.973387946617788
MAGEB1	-0.223155904235255	35	0.823414169878978	0.973387946617788
APBB1	-0.222604772252779	66	0.823843121922421	0.973387946617788
JADE1	0.22213321025752	28	0.824210185560218	0.973387946617788
TP53	-0.221368340683568	78	0.824805641411423	0.973387946617788
CIPC	-0.220536173838163	18	0.825453603134949	0.973387946617788
ZIM2	0.220440802126536	17	0.825527871350211	0.973387946617788
ZNF879	-0.219664498106632	5	0.826132455738666	0.973387946617788
ZBTB22	0.218721950745792	15	0.826866648745095	0.973387946617788
IRX1	-0.217854765831196	23	0.827542272231996	0.973387946617788
ZNF121	-0.217470402221189	13	0.82784177065343	0.973387946617788
SMAD4	-0.216878432248537	13	0.828303086149151	0.973387946617788
ZNF763	0.215776233042607	5	0.829162175198312	0.973387946617788
ZNF704	-0.215448794936414	22	0.829417430266721	0.973387946617788
ZNF700	-0.214428244996272	3	0.830213117543488	0.973387946617788
GATA5	-0.214058359331169	46	0.830501547563132	0.973387946617788
ZNF625	0.213734682490905	25	0.830753963531258	0.973387946617788
TPRX1	0.213619852875129	26	0.830843516393206	0.973387946617788
ZNF232	-0.213444210272045	75	0.830980500094217	0.973387946617788
ZSCAN23	0.211809646329377	2	0.832255542583254	0.973387946617788
