TF	NES	size	p.value	FDR
EGR1	-1.33852854840872	12	0.180724200480965	0.833554018034586
TGIF2LX	1.33762588961711	35	0.181018420535825	0.833554018034586
VSX1	1.33697786356228	23	0.181229862679817	0.833554018034586
KLF11	1.33608380638393	4	0.181521882322112	0.833554018034586
DBP	1.33556109273609	19	0.181692774299136	0.833554018034586
ZNF442	-1.33364684760262	2	0.182319621947319	0.833554018034586
MAMSTR	-1.33219873884158	8	0.182794890876353	0.833554018034586
E2F1	-1.33210786799934	100	0.182824745258003	0.833554018034586
ZNF672	1.33149266727675	57	0.183026956170887	0.833554018034586
MEIS2	1.32606789258921	8	0.184817210040376	0.833554018034586
KAT6B	1.32497926866428	8	0.185178027445286	0.833554018034586
KLF3	1.32477532321092	28	0.1852456817711	0.833554018034586
GCM1	-1.32445042791121	28	0.185353496253152	0.833554018034586
RFX8	1.32198441644611	7	0.186173340186887	0.833554018034586
CC2D1B	1.32111633882282	29	0.186462575939598	0.833554018034586
ZBTB41	1.32102098554161	42	0.186494367033553	0.833554018034586
DBX1	-1.32012861817905	43	0.18679207935549	0.833554018034586
ZNF565	1.31982174378733	1	0.18689454011871	0.833554018034586
ZNF585B	1.31948981439775	1	0.187005413099339	0.833554018034586
UBTFL6	1.31805168043716	11	0.187486348164074	0.833554018034586
L3MBTL3	-1.31661909200516	3	0.187966335936597	0.833554018034586
ZNF311	-1.31659178767016	6	0.187975493033405	0.833554018034586
MAFF	1.31570029231252	20	0.188274656071364	0.833554018034586
NKX2-1	-1.31452528999614	48	0.18866949316575	0.833554018034586
ZNF24	1.31392237372834	73	0.188872328572501	0.833554018034586
HES6	-1.31322336238655	108	0.189107693875987	0.833554018034586
ZBED3	-1.31253650040968	20	0.189339178897481	0.833554018034586
ZNF662	-1.3115313836934	9	0.189678297903005	0.833554018034586
ZNF665	1.31099785629002	3	0.189858487864992	0.833554018034586
ARNTL2	1.30966481888847	72	0.190309250084623	0.833554018034586
RELA	1.30753153826647	29	0.191032250978062	0.833554018034586
WBP2	1.30745836775247	28	0.19105708537454	0.833554018034586
ANKRD49	-1.30526269940345	70	0.191803410726405	0.833554018034586
TRIM56	1.30490267866965	13	0.191925989008353	0.833554018034586
POU5F1B	-1.30366865197841	48	0.192346582158635	0.833554018034586
SAMD1	-1.30162287383368	31	0.193045336532526	0.833554018034586
TADA2A	-1.30065809188331	44	0.19337551308332	0.833554018034586
FOXF2	-1.29826444440637	25	0.194196479859046	0.833554018034586
ZNF583	-1.29714037178564	3	0.194582892783799	0.833554018034586
BASP1	1.29573866931011	7	0.195065534127708	0.833554018034586
ZNF329	-1.29535762917176	2	0.195196887457659	0.833554018034586
HAND2	1.29260869349179	30	0.196146431333946	0.833554018034586
ASCL1	-1.29244284879174	44	0.196203825865067	0.833554018034586
HLF	1.29243505086547	19	0.196206524827092	0.833554018034586
ZFP69B	-1.29047612420581	7	0.196885396398848	0.833554018034586
ZBTB7A	1.28994665618789	19	0.197069179948051	0.833554018034586
SHOX2	-1.28913991077451	5	0.197349450633786	0.833554018034586
ANKRD1	1.28819987605018	23	0.197676395136476	0.833554018034586
ETV1	1.2874235311922	5	0.197946706906863	0.833554018034586
ZNF398	1.28520480960008	6	0.198720723381739	0.833554018034586
ZNF581	-1.28367362038342	70	0.199256178268142	0.833554018034586
BMI1	1.2804801762393	21	0.200376312286806	0.833554018034586
SOX9	1.27951889716612	24	0.200714389405235	0.833554018034586
EAF2	1.27924393683809	24	0.200811168118889	0.833554018034586
PSPC1	1.27907592034958	8	0.200870322207284	0.833554018034586
HOXC5	1.27811458241655	11	0.201209027964549	0.833554018034586
RYBP	1.27649379293063	22	0.201781019600641	0.833554018034586
MRTFB	1.27519428190354	14	0.202240484719255	0.833554018034586
NFKB1	1.27481862998125	30	0.20237344506025	0.833554018034586
SOX14	-1.27466357537099	47	0.202428344524381	0.833554018034586
ZNF705G	1.27446595906042	27	0.202498329340138	0.833554018034586
FOXO1	1.27345978509286	26	0.202854934166459	0.833554018034586
JUN	-1.26952145956858	22	0.204255141727751	0.833554018034586
ESRRA	-1.26863636350511	88	0.204570788636302	0.833554018034586
NR1D1	1.26816397855123	9	0.204739397798939	0.833554018034586
KMT2B	1.26627251673611	45	0.205415532927465	0.833554018034586
LEUTX	-1.26580172686723	25	0.205584076703125	0.833554018034586
FOXJ3	1.26572135463223	20	0.205612860173848	0.833554018034586
ZNF572	-1.26509275846719	29	0.205838078477758	0.833554018034586
SCML1	-1.26459743071056	12	0.206015674560715	0.833554018034586
POU2F3	1.26457320197802	64	0.206024364447058	0.833554018034586
MED19	-1.26412298908393	96	0.206185886416635	0.833554018034586
SPI1	1.26201226338743	189	0.206944373631609	0.833554018034586
CD40	1.26098196534279	13	0.207315344891064	0.833554018034586
RFPL4AL1	-1.25995018143974	34	0.207687334469987	0.833554018034586
TP53INP1	1.25992308813064	21	0.207697108953688	0.833554018034586
SMAD2	1.25959157428359	36	0.207816736599002	0.833554018034586
ZNF48	-1.25912378158313	12	0.207985625823265	0.833554018034586
NELFE	-1.25776222098091	168	0.208477762325308	0.833554018034586
TAL2	-1.25609101933192	19	0.20908297180623	0.833554018034586
ZNF85	-1.2553379761374	2	0.20935609468532	0.833554018034586
KAT6A	1.25523099178422	5	0.209394918027628	0.833554018034586
ZFHX4	1.25435132668525	6	0.209714335681076	0.833554018034586
ZNF580	-1.2540241681192	12	0.209833221099857	0.833554018034586
ZNF268	-1.25279811452233	5	0.210279188016318	0.833554018034586
SRY	1.25191439590491	22	0.210601058511814	0.833554018034586
JUP	1.25035117677049	49	0.211171291256873	0.833554018034586
EHMT1	1.24772508641921	43	0.212131751070104	0.833554018034586
PPARG	-1.24498899552415	88	0.213135795330417	0.833554018034586
ZNF696	-1.24452833115178	19	0.21330517899093	0.833554018034586
ZNF768	-1.24258032382671	22	0.214022524277234	0.833554018034586
HES5	-1.24250961477304	40	0.214048595268995	0.833554018034586
YEATS4	-1.24243252994262	196	0.214077019670207	0.833554018034586
FAM220BP	-1.24201750839414	14	0.214230102262561	0.833554018034586
ZNF7	-1.24132073653873	11	0.214487287241139	0.833554018034586
TEAD1	1.2394824553968	17	0.215166882161667	0.833554018034586
SIRT7	1.23931395186221	84	0.215229253847562	0.833554018034586
SP6	-1.23906376012583	38	0.215321886500944	0.833554018034586
RPS6KA1	1.23891793703274	133	0.215375890261402	0.833554018034586
HOXA6	1.23760121408484	17	0.215863964055192	0.833851655436055
BCL9	1.23140728645143	8	0.218170573125575	0.840517917346523
ZBTB20	1.22987872528676	9	0.218742522081879	0.840517917346523
RFXANK	-1.22959749827549	131	0.218847867321164	0.840517917346523
CCNT1	1.22686519391924	44	0.219873262445509	0.840517917346523
CC2D1A	-1.22642451206403	89	0.220038966443511	0.840517917346523
ABHD14B	-1.22632489408825	71	0.220076436938365	0.840517917346523
PRDM2	1.22441667750432	17	0.220795081080863	0.841256535393077
TFAP4	-1.2236097651658	32	0.221099474045616	0.841256535393077
SIM1	1.21449035617379	20	0.224560530253778	0.851904976015873
MAML1	-1.21399754718243	11	0.224748660801115	0.851904976015873
NKX3-2	1.21277846580394	6	0.225214530665943	0.851904976015873
HSFY2	-1.21182757978761	31	0.225578388619588	0.851904976015873
ELF5	-1.20955937259485	36	0.226448015647398	0.852653794620304
ASH1L	1.20911790340153	52	0.226617551923246	0.852653794620304
ZNF844	-1.20790962170375	4	0.227082028190138	0.852819172536294
NCOA1	1.20594809106363	12	0.227837506048993	0.853980506879404
DACH1	-1.204164061042	39	0.228526173689679	0.853980506879404
ZNF417	-1.20383193448573	2	0.228654544001734	0.853980506879404
ATF7IP	1.20120678700354	5	0.229670997338361	0.8547079771409
HOXB6	1.19857163546579	37	0.23069455289419	0.8547079771409
FAM220A	1.19460360566664	47	0.232241939834085	0.8547079771409
CHD4	1.19401418723968	26	0.2324724184573	0.8547079771409
ZNF669	1.19253132693425	14	0.233052974820241	0.8547079771409
ZBTB16	1.19217405176337	9	0.233193005627938	0.8547079771409
PAX3	-1.19082707237711	29	0.233721478649711	0.8547079771409
BRD4	1.18903926387311	9	0.234424216611698	0.8547079771409
SCAND2P	-1.18841650565856	8	0.234669356741849	0.8547079771409
NANOGP8	1.18809128812377	12	0.234797446247658	0.8547079771409
TADA2B	1.18789529898059	22	0.2348746620308	0.8547079771409
ZNF705E	1.18765360976408	17	0.23496990748069	0.8547079771409
PURG	1.18722165145909	6	0.235140202723756	0.8547079771409
ZNF28	-1.18704699146375	1	0.23520908548173	0.8547079771409
ZNF670	-1.18614992774276	7	0.235563096347276	0.8547079771409
TEAD3	1.18607525048386	21	0.235592583442684	0.8547079771409
DACH2	-1.18411007009722	8	0.236369494384346	0.855995240377597
TBL1Y	-1.18275422630401	40	0.236906566360026	0.856205888224164
MYCLP1	-1.18056186704749	25	0.237776819718705	0.856205888224164
ZNF92	1.17967168194771	33	0.238130820909861	0.856205888224164
MSGN1	-1.17894167272714	28	0.238421402297606	0.856205888224164
HDX	-1.17816530704462	31	0.238730710482632	0.856205888224164
TFAP2A	1.17529973738628	44	0.239874819551793	0.856205888224164
ZNF461	-1.17481669434457	9	0.240068059661745	0.856205888224164
WWC3	1.17343754636711	3	0.240620387958408	0.856205888224164
ZNF771	-1.17164100934939	54	0.241341216087611	0.856205888224164
MAGEA3	1.17116179027074	45	0.241533750690093	0.856205888224164
NKX1-2	-1.17096868511509	31	0.241611364598327	0.856205888224164
SPTY2D1	1.16975566137744	44	0.242099311377026	0.856205888224164
PAX2	-1.16916919168437	26	0.242335471122025	0.856205888224164
BICRA	1.16916203747997	18	0.242338352978634	0.856205888224164
SIRT1	-1.16698100399986	13	0.243218040977346	0.856528637695837
RIPPLY2	-1.16530822444142	29	0.243894251185662	0.856528637695837
SP5	1.16473530231478	66	0.2441261545149	0.856528637695837
MAGEB17	-1.16370589408525	50	0.244543219998336	0.856528637695837
ZNF530	-1.16261551943259	9	0.244985531276818	0.856528637695837
MYCN	-1.1616624752788	45	0.245372593850855	0.856528637695837
ZNF778	1.16006480350576	5	0.246022422815094	0.856528637695837
COMMD7	-1.15719565703191	84	0.247192431707618	0.856528637695837
ASCC2	1.15686848096969	30	0.247326097886195	0.856528637695837
SFR1	-1.15658918845478	28	0.247440241511105	0.856528637695837
ARID4B	1.15350292377158	43	0.248704018191709	0.856528637695837
XBP1	1.15236970042511	104	0.249169186347273	0.856528637695837
TSHZ1	1.15186241163741	8	0.249377616375736	0.856528637695837
ZNF610	-1.15089288404239	7	0.249776305650522	0.856528637695837
SP4	1.15059073669596	6	0.24990064569319	0.856528637695837
FOXD1	1.1505639456734	13	0.24991167285396	0.856528637695837
RAX2	1.14946083236272	28	0.250366008466574	0.856528637695837
CIITA	-1.14825825873926	39	0.25086196523593	0.856528637695837
LRP5L	1.14789798797849	50	0.25101067891234	0.856528637695837
TRRAP	1.14758842927406	21	0.251138508644559	0.856528637695837
KLF10	-1.14719973142693	30	0.25129908255869	0.856528637695837
CBX4	1.14553825017628	15	0.251986260008193	0.857429757209086
HES3	1.1434601882395	17	0.252847575144043	0.858919400991825
HOXA5	1.13699830420041	19	0.255538994577136	0.865269116241188
SKOR1	1.13692385527933	36	0.255570118653092	0.865269116241188
ZNF233	1.13470477056844	3	0.2564990378232	0.866293426683192
ZNF641	1.13335270951512	12	0.257066164951567	0.866293426683192
TNIP3	-1.13285917999534	50	0.257273394432652	0.866293426683192
HIPK2	1.13212632320696	8	0.257581329531541	0.866293426683192
MAGED1	1.12875139455842	35	0.259002721932644	0.867648527722123
MSX1	-1.12798039849319	32	0.259328197411812	0.867648527722123
PERM1	1.12679802115508	35	0.259827887374724	0.867648527722123
APBB2	1.12610643461876	24	0.260120470737803	0.867648527722123
E2F8	-1.12366126904298	32	0.261156753159184	0.867648527722123
ZNF236	1.11957905206144	12	0.262893186408901	0.867648527722123
ZNF678	1.11860043003572	11	0.263310639933239	0.867648527722123
FGF7	1.11826330554414	9	0.263454553947845	0.867648527722123
ZNF813	-1.11776410401055	7	0.263667756191739	0.867648527722123
POU3F3	1.11763605084766	25	0.263722465147917	0.867648527722123
PTMA	-1.1166725168195	28	0.26413437297946	0.867648527722123
THAP11	-1.1150312364387	84	0.264837036332925	0.867648527722123
ERF	1.11416311167238	11	0.265209217472124	0.867648527722123
ZNF568	-1.11405579880823	6	0.265255249492081	0.867648527722123
DR1	1.1118002854926	86	0.266224029101623	0.867648527722123
TFEC	1.11127132959871	123	0.266451576321412	0.867648527722123
ZNF394	1.11088391633363	11	0.266618319353672	0.867648527722123
USF2	1.11009370701703	16	0.266958648702265	0.867648527722123
EED	-1.1099595408348	85	0.267016461391706	0.867648527722123
CREBBP	1.1094649769556	17	0.267229645110402	0.867648527722123
FOXD4L6	1.10841261823757	14	0.267683657892226	0.867648527722123
PHF2	1.10804044816225	22	0.26784434781553	0.867648527722123
HEYL	1.10793789647748	16	0.267888637666702	0.867648527722123
ARID5B	-1.10709633141059	2	0.268252281499887	0.867648527722123
PER1	1.10555915469368	30	0.268917377136006	0.867667221629005
LBH	1.10501286935304	35	0.269154012760121	0.867667221629005
CHD2	1.10297090118912	17	0.270039802006994	0.867667221629005
HIF1A	1.10185617102934	88	0.270524205635149	0.867667221629005
ZNF586	-1.09865774856425	4	0.27191737846439	0.867667221629005
NRIP1	1.0977761139274	14	0.272302264071687	0.867667221629005
BARHL1	1.09759160268525	31	0.27238286128833	0.867667221629005
MESP1	-1.09617604257417	36	0.273001741771857	0.867667221629005
TLX3	-1.09564897683208	36	0.273232419546966	0.867667221629005
SMARCD2	-1.09514609647173	34	0.273452636466277	0.867667221629005
ZNF320	1.09413556664718	3	0.273895525580306	0.867667221629005
PCGF1	-1.09409729246953	88	0.273912309792979	0.867667221629005
MAGEB2	-1.09380001628352	20	0.274042696987716	0.867667221629005
SSBP4	-1.09333241807851	54	0.274247874292008	0.867667221629005
CTBP1	1.09213163115779	39	0.274775247993547	0.867786732480513
LMX1B	1.09129873517027	31	0.275141454134601	0.867786732480513
ZNF267	1.08894159341793	16	0.276179642738758	0.869708564400933
NDN	1.08687515222123	41	0.277091988957846	0.870908886316674
ZNF124	1.08597706342203	1	0.277489140036267	0.870908886316674
HSFX4	-1.08516374884736	12	0.27784913680813	0.870908886316674
HOXA4	1.08252737438567	27	0.279018258481742	0.873223808952119
ZNF90	1.08070557170932	12	0.279828103865216	0.874408928564959
CEBPE	1.07873934472412	35	0.280703940978629	0.874669131257812
DAXX	-1.07858231918868	27	0.280773966690747	0.874669131257812
ZNF341	1.07648012201255	20	0.281712586269272	0.876247124162706
PKNOX2	1.07190906828396	17	0.28376087672401	0.878477497325424
ZNF287	-1.07145499465493	15	0.283964896478261	0.878477497325424
MXD1	1.07068822361621	56	0.284309639645309	0.878477497325424
ARNT	1.07020298497151	15	0.284527951064924	0.878477497325424
PITX3	1.06942262866075	20	0.284879275303695	0.878477497325424
CALCOCO1	1.06827909497507	20	0.285394635488483	0.878477497325424
ZNF467	1.06813001295612	27	0.285461869199928	0.878477497325424
HDAC2	-1.06509025204896	35	0.286835090064132	0.879007272724046
HOXD1	1.06384247502847	29	0.287400066034502	0.879007272724046
SPIN2A	1.06104321335209	31	0.288670263008677	0.879007272724046
BEND5	1.05915149866437	18	0.289530789501292	0.879007272724046
ZNF423	-1.05851536084055	28	0.289820551466818	0.879007272724046
ZNF415	1.05622797566479	2	0.290864072466069	0.879007272724046
HDGFL3	1.05548481514149	12	0.291203650698609	0.879007272724046
PPARGC1B	-1.05471901764394	32	0.291553851390099	0.879007272724046
ZIC5	1.05284770766651	48	0.292410795725008	0.879007272724046
NR4A2	1.05281733056506	10	0.292424720499251	0.879007272724046
DMRT1	-1.05017650299719	32	0.293636970497754	0.879007272724046
ACTL6A	-1.04992279408134	156	0.293753610714291	0.879007272724046
PROP1	-1.04906924410455	29	0.294146250179317	0.879007272724046
NR5A2	-1.04872233747505	81	0.294305930388469	0.879007272724046
RUNX1	1.04778270179351	10	0.294738734057896	0.879007272724046
NFKB2	1.04708764697277	43	0.295059156144811	0.879007272724046
KLF6	1.04681672030908	15	0.29518411723131	0.879007272724046
SMAD7	1.04575491116191	22	0.295674203347302	0.879007272724046
SMAD1	1.04549610327853	2	0.295793740631024	0.879007272724046
ZSCAN25	1.04543512547895	11	0.295821909553447	0.879007272724046
ZFHX3	1.04474125779193	6	0.29614257080496	0.879007272724046
FOXN3	1.04467971412233	19	0.296171023578536	0.879007272724046
ELF1	1.04400314642284	79	0.296483933905245	0.879007272724046
ZHX3	-1.04265710028279	10	0.297107133328995	0.879007272724046
KLF5	1.04193029798856	14	0.297443995906314	0.879007272724046
PBX4	1.03761284230177	32	0.299450336612502	0.879007272724046
ZNF280A	-1.03721494464169	18	0.299635694723936	0.879007272724046
TCF21	1.03702611327306	24	0.299723687395997	0.879007272724046
ZNF775	-1.03694514194288	26	0.299761424137483	0.879007272724046
ZNF225	1.03685172972138	6	0.299804962900802	0.879007272724046
HMGB2	-1.03632574924074	32	0.300050197339048	0.879007272724046
WTIP	1.03428486413215	25	0.301003010651908	0.879007272724046
CDK18	1.03426210304205	60	0.301013648309744	0.879007272724046
ZNF724	-1.03411552334642	57	0.301082160019413	0.879007272724046
BATF3	1.03366960419052	54	0.301290647585008	0.879007272724046
SUPT6H	1.03340941642226	25	0.301412341651529	0.879007272724046
ZNF860	1.03285633620397	6	0.30167113501772	0.879007272724046
AKIRIN2	-1.03030854120876	45	0.302865190854229	0.879018094610023
BARX2	1.02961328023531	67	0.303191578635063	0.879018094610023
SUB1	-1.02932873418485	73	0.303325225164571	0.879018094610023
SAP30	-1.0289774838941	43	0.303490255553971	0.879018094610023
FOXD4L4	1.02822914160025	16	0.303842053413031	0.879018094610023
LBX2	1.02730383472776	38	0.30427741725892	0.879023649859103
GLIS2	1.0260338963839	23	0.304875606883333	0.879498905774396
IRF2	1.02192954009345	35	0.306814250033591	0.880454170203866
PRMT5	-1.02145325303538	222	0.307039746103063	0.880454170203866
ZNF853	-1.02126755660714	45	0.307127693013618	0.880454170203866
MAML3	1.02121606539971	6	0.307152082503395	0.880454170203866
ZNF22	-1.01931032125735	13	0.308055665528815	0.880454170203866
CHCHD2	-1.01885636626471	133	0.308271161297589	0.880454170203866
OVOL1	-1.01738955325014	88	0.308968149705322	0.880454170203866
ZNF131	1.01729151772162	28	0.309014770548226	0.880454170203866
FOXP1	1.01512061367762	17	0.310048336550243	0.880454170203866
EGR2	1.01492585344887	12	0.310141173225655	0.880454170203866
TNIP1	1.0144627564743	37	0.310361992115339	0.880454170203866
BCL11B	-1.01434840505294	2	0.310416534366748	0.880454170203866
PASD1	1.01171500811674	34	0.311674337506261	0.880550477984026
RNF6	1.01074305353778	54	0.312139425046179	0.880550477984026
ZNF835	1.01060446731712	21	0.312205776826066	0.880550477984026
CBX1	-1.00837395435413	40	0.313274971800726	0.880550477984026
ZNF157	1.00743609883171	11	0.313725251204107	0.880550477984026
BNC1	1.00654284244631	5	0.314154513608084	0.880550477984026
EHF	-1.00654256963193	19	0.314154644770471	0.880550477984026
VENTX	-1.005701212871	20	0.31455931957715	0.880550477984026
ZNF626	-1.00481049981533	7	0.314988107012502	0.880550477984026
ZBTB37	1.00388987358227	38	0.315431698082928	0.880550477984026
MNAT1	-1.00363894600866	27	0.315552675210369	0.880550477984026
GBX2	-1.00151444489488	33	0.316578160176129	0.880550477984026
ZNF222	1.00150806114668	1	0.31658124486768	0.880550477984026
PTMS	1.00100186892987	34	0.316825904837227	0.880550477984026
ZNF524	-1.00071743400679	57	0.316963436355197	0.880550477984026
EGR4	-0.999399360521328	36	0.317601269497809	0.880609661064331
HES7	0.998101379732805	61	0.318230201151797	0.880609661064331
BCL11A	-0.99770492131687	22	0.318422466118612	0.880609661064331
ZNF689	-0.99696327473695	24	0.318782336465122	0.880609661064331
ZNF443	-0.993200438314768	13	0.320612284795309	0.880609661064331
IKZF4	0.993142785745707	5	0.320640375775374	0.880609661064331
CDK15	0.9921749735924	11	0.32111217844863	0.880609661064331
REST	0.991730690324858	33	0.321328915697626	0.880609661064331
FOXK1	0.989926396699749	19	0.322210096205146	0.880609661064331
FEV	-0.989887932932127	45	0.322228898280357	0.880609661064331
HOXD3	0.989802467500169	21	0.322270678536078	0.880609661064331
LHX4	0.989433594579957	52	0.322451044680156	0.880609661064331
EVX1	-0.988473942474758	108	0.32292058994124	0.880609661064331
ZNF223	0.987873315477504	1	0.323214695630939	0.880609661064331
NFAT5	0.986397703209172	27	0.32393799172086	0.880609661064331
POU4F1	-0.985429907407084	14	0.324412945146186	0.880609661064331
CDX4	-0.984781818919661	26	0.324731253031665	0.880609661064331
SPIN2B	-0.984539016238148	35	0.3248505576072	0.880609661064331
ELF4	0.982677800743203	37	0.325766039822047	0.880609661064331
IGF2	0.981037617684577	22	0.326574191287709	0.880609661064331
KMT2E	0.980946542198934	14	0.326619104166757	0.880609661064331
CDK5RAP2	0.980481826500428	36	0.326848336102048	0.880609661064331
HMX2	-0.980231355033928	32	0.326971930365602	0.880609661064331
MAFG	0.976371700075175	25	0.328880300360447	0.883205589582012
ZNF224	0.976060208554665	8	0.329034628632254	0.883205589582012
UTP15	-0.975641159237798	94	0.329242320376726	0.883205589582012
ZNF559	-0.974527520517863	7	0.329794681460066	0.883518644651272
ZNF80	-0.970301330132287	15	0.331896314475147	0.887975891498151
ASCL4	-0.967778287494987	28	0.333155109740061	0.887980387238712
TFCP2	0.967018882930973	19	0.333534594065307	0.887980387238712
ZNF382	0.963523226176816	6	0.335285014099631	0.887980387238712
MIER1	0.963330518039246	97	0.335381682810599	0.887980387238712
MYOG	-0.963326414808922	24	0.335383741320409	0.887980387238712
ZNF205	-0.962905703361657	51	0.335594847151198	0.887980387238712
ZNF275	0.961919023320522	10	0.336090281910928	0.887980387238712
ZKSCAN5	0.961560060938055	28	0.336270641896271	0.887980387238712
CTR9	0.96112152741958	11	0.3364910667491	0.887980387238712
PITX1	-0.959659810461771	28	0.337226456435435	0.887980387238712
ZXDB	0.959412775964841	5	0.337350841447185	0.887980387238712
CCNC	-0.958489267418091	98	0.337816100878972	0.887980387238712
SEMA4D	0.957912773893393	12	0.338106744589849	0.887980387238712
ZNF837	-0.956397134824142	16	0.338871631729358	0.887980387238712
ZNF624	0.955988551518053	12	0.339078018532909	0.887980387238712
ZNF114	0.955686283495696	13	0.339230754416354	0.887980387238712
ARID1B	0.955466937616538	12	0.339341617411244	0.887980387238712
PATZ1	-0.953903122408736	10	0.34013268281212	0.88838946514464
DLX6	-0.952529059031616	28	0.340828735793478	0.88838946514464
CREB1	0.950033273216036	71	0.342095346160428	0.88838946514464
GPBP1	-0.949934474780901	28	0.342145548203915	0.88838946514464
SIX3	-0.948994388564325	40	0.34262346606598	0.88838946514464
ZNF134	-0.948275190430281	1	0.342989377584663	0.88838946514464
SPDEF	0.947458012272949	84	0.343405442057681	0.88838946514464
ZNF322	0.9465939686092	14	0.343845718512111	0.88838946514464
NEUROG3	0.945049915574508	25	0.344633393176929	0.88838946514464
MLLT3	-0.943914719275563	30	0.345213229628176	0.88838946514464
MAGEC1	-0.943619622881415	32	0.345364061000489	0.88838946514464
SIM2	0.941572756737789	37	0.3464114231372	0.88838946514464
LEF1	0.941362300352835	12	0.346519226249355	0.88838946514464
ZNF652	0.938045901375727	3	0.348220821585427	0.88838946514464
RRP8	-0.937500905112857	23	0.348500958399485	0.88838946514464
ANKRD33	0.937133253200172	65	0.348690018242437	0.88838946514464
TBX3	0.937072644483593	49	0.348721191680861	0.88838946514464
DNMT3L	-0.93539141000397	31	0.349586622154261	0.88838946514464
MAGEB16	0.93450881561426	28	0.350041490727325	0.88838946514464
YEATS2	0.934154961686333	13	0.350223964199154	0.88838946514464
ZNF436	0.933907627962945	22	0.350351543730924	0.88838946514464
TFEB	0.932161182723557	40	0.351253232792368	0.88838946514464
ZNF628	0.932100602597892	36	0.351284536655941	0.88838946514464
CREBRF	0.931869215443341	54	0.351404118737802	0.88838946514464
KANK2	0.929823738907056	62	0.352462353106561	0.88838946514464
MED21	0.929316167253775	32	0.352725259062629	0.88838946514464
ZNF576	-0.929300100145494	37	0.352733583338604	0.88838946514464
MAFA	0.928288367985668	70	0.353258006242592	0.88838946514464
ZBTB43	0.928197649700715	19	0.353305053380839	0.88838946514464
DRAP1	-0.92566594446734	59	0.354619611282328	0.88838946514464
MSX2	0.925059569731548	50	0.354934922044754	0.88838946514464
TAF7	-0.924933889674348	46	0.355000296959699	0.88838946514464
FOXM1	-0.923121929611732	106	0.355943667633122	0.88838946514464
ZNF148	0.923029311970589	88	0.355991930090529	0.88838946514464
MAGEH1	0.922133501693588	29	0.356458944009545	0.88838946514464
GRHL2	-0.921993393685611	16	0.35653202159982	0.88838946514464
ATXN1L	0.921899897444095	27	0.356580792658469	0.88838946514464
KLF1	-0.92170481322483	56	0.356682569258443	0.88838946514464
MTDH	-0.921060182074165	51	0.357019007326591	0.88838946514464
ZNF623	-0.921057473929041	29	0.357020421150336	0.88838946514464
ZNF664	0.919368374340264	31	0.35790292539137	0.888514982407141
VSX2	-0.919283873170201	23	0.35794711076264	0.888514982407141
NUPR2	-0.912893860183296	84	0.361298366989885	0.894083865285264
NFIL3	0.912318551163353	3	0.361601051464234	0.894083865285264
ZBTB38	-0.912172737069424	13	0.361677793151448	0.894083865285264
ATF4	-0.911647954496248	77	0.361954069723472	0.894083865285264
HOXA11	-0.910326878152958	15	0.362650147702945	0.894713503091937
LHX1	0.906704794230412	8	0.364562927488312	0.898339753276181
JMJD1C	0.9050735838943	43	0.365426405619761	0.898807700999371
ATF1	0.903331438887779	13	0.366350015642125	0.898807700999371
PML	0.90263995434013	59	0.366717014180073	0.898807700999371
SNAI1	0.901711751316613	42	0.367210008912948	0.898807700999371
LIME1	-0.900790413596766	49	0.367699765516945	0.898807700999371
CCNQ	-0.900743055325014	170	0.367724950799305	0.898807700999371
MXD4	0.900498124794694	21	0.367855222795601	0.898807700999371
EP300	0.897993649645151	29	0.36918893502742	0.899033963672086
ZNF516	0.896528019821569	2	0.36997082221592	0.899033963672086
PROX2	-0.896291227676255	19	0.370097243047186	0.899033963672086
REPIN1	-0.896009078659048	24	0.370247914470205	0.899033963672086
PGBD1	-0.895439750975614	15	0.37055205920608	0.899033963672086
MAF	0.894802328370317	8	0.370892765457198	0.899033963672086
CDK13	0.893754653785313	25	0.371453176172205	0.899033963672086
ZNF180	0.893677792903666	3	0.371494310432548	0.899033963672086
ELL3	-0.890103141803848	35	0.373410506129289	0.90017974852059
ZNF541	-0.888562915497775	44	0.374238028917397	0.90017974852059
DLX2	0.885506387748867	22	0.375883575958774	0.90017974852059
RPS6KA5	-0.885085401844817	17	0.376110572228891	0.90017974852059
ZMIZ2	0.885024283562385	31	0.37614353433668	0.90017974852059
HMGB3	-0.885008456417096	29	0.376152070470423	0.90017974852059
HDAC7	0.884382191364531	16	0.376489933110942	0.90017974852059
ZNF611	-0.88371864623301	4	0.376848112140404	0.90017974852059
ZNF367	-0.881039733755513	85	0.378296314425516	0.90017974852059
KLF15	0.880321414866066	37	0.378685214764075	0.90017974852059
ASXL2	0.880150061963071	83	0.378778022162365	0.90017974852059
CSRNP2	0.879898111131445	4	0.37891450807514	0.90017974852059
ZNF518B	-0.878853115939866	4	0.379480922191617	0.90017974852059
MYCBP	-0.877513437963527	160	0.38020782315672	0.90017974852059
ZNF366	0.877226964708426	16	0.380363372747546	0.90017974852059
KMT2C	0.875524129481716	37	0.381288787012089	0.90017974852059
ARNTL	0.874122894497684	5	0.382051330696443	0.90017974852059
ZNF507	0.874013867094283	25	0.382110701948557	0.90017974852059
ZNF256	-0.871811351076652	3	0.383311301116706	0.90017974852059
ZSCAN18	-0.871689960099975	2	0.383377538870084	0.90017974852059
RIPPLY3	-0.871574445081073	30	0.383440576878598	0.90017974852059
