dataset	canonical_drug
PRISM	CID:2749
PRISM	CID:72199292
PRISM	CID:393595
PRISM	CID:9830392
PRISM	CID:4369536
PRISM	CID:12314120
PRISM	CID:135400439
PRISM	CID:2681
PRISM	CID:481747
PRISM	CID:161557
PRISM	CID:155903705
PRISM	CID:9936388
PRISM	CID:9859433
PRISM	CID:46244454
PRISM	CID:49792852
PRISM	CID:9571836
PRISM	CID:3906779
PRISM	CID:71496742
PRISM	CID:6256
PRISM	CID:1548943
PRISM	CID:9853053
PRISM	CID:5311281
PRISM	CID:6072
PRISM	CID:10027278
PRISM	CID:66558664
PRISM	CID:3151
PRISM	CID:836002
PRISM	CID:10461508
PRISM	CID:10302451
PRISM	CID:6410104
PRISM	CID:1103
PRISM	CID:16659841
PRISM	CID:104955
PRISM	CID:11210478
PRISM	CID:60182388
PRISM	CID:4847
PRISM	CID:41867
PRISM	CID:443936
PRISM	CID:30323
PRISM	CID:44607360
PRISM	CID:60823
PRISM	CID:3334
PRISM	CID:33334
PRISM	CID:5321010
PRISM	CID:155816671
PRISM	CID:5991
PRISM	CID:2453
PRISM	CID:2930014
PRISM	CID:11978790
PRISM	CID:5288674
PRISM	CID:6918637
PRISM	CID:86278937
PRISM	CID:72271
PRISM	CID:472335
PRISM	CID:151194
PRISM	CID:5281718
PRISM	CID:9949641
PRISM	CID:151115
PRISM	CID:11520894
PRISM	CID:102041119
PRISM	CID:3385
PRISM	CID:9956222
PRISM	CID:71729979
PRISM	CID:6918289
PRISM	CID:442424
PRISM	CID:5282181
PRISM	CID:24856436
PRISM	CID:2049
PRISM	CID:24756910
PRISM	CID:44137946
PRISM	CID:6445540
PRISM	CID:6851740
PRISM	CID:9914412
PRISM	CID:4045
PRISM	CID:11950170
PRISM	CID:5353562
PRISM	CID:14978
PRISM	CID:222285
PRISM	CID:58507717
PRISM	CID:443980
PRISM	CID:51358113
PRISM	CID:53708
PRISM	CID:448799
PRISM	CID:46239015
PRISM	CID:54726191
PRISM	CID:49803313
PRISM	CID:5190
PRISM	CID:2817763
PRISM	CID:57390074
PRISM	CID:46926350
PRISM	CID:4034
PRISM	CID:4993
PRISM	CID:135399748
PRISM	CID:422111
PRISM	CID:6914657
PRISM	CID:59473233
PRISM	CID:151172
PRISM	CID:4735
PRISM	CID:6436208
PRISM	CID:9549289
PRISM	CID:11713159
PRISM	CID:2335
PRISM	CID:24772043
PRISM	CID:11640390
PRISM	CID:71821
PRISM	CID:439501
PRISM	CID:10029385
PRISM	CID:5287969
PRISM	CID:135565981
PRISM	CID:4708
PRISM	CID:49868107
PRISM	CID:46930998
PRISM	CID:9953769
PRISM	CID:119031
PRISM	CID:16681698
PRISM	CID:2758573
PRISM	CID:11338033
PRISM	CID:11984561
PRISM	CID:25167017
PRISM	CID:11243969
PRISM	CID:10607
PRISM	CID:176871
PRISM	CID:6604931
PRISM	CID:3739
PRISM	CID:3039
PRISM	NAME:AZD2858
PRISM	CID:294641
PRISM	CID:5311066
PRISM	CID:448013
PRISM	CID:5351307
PRISM	CID:5322399
PRISM	CID:5754
PRISM	CID:55652
PRISM	CID:11676373
PRISM	CID:9810929
PRISM	CID:68792
PRISM	CID:129869
PRISM	CID:9819382
PRISM	CID:46843057
PRISM	NAME:O
PRISM	CID:46700756
PRISM	CID:5978
PRISM	CID:93504
PRISM	CID:5283454
PRISM	CID:64715
PRISM	CID:16123056
PRISM	CID:3062316
PRISM	CID:24800541
PRISM	CID:9854073
PRISM	CID:6436
PRISM	CID:2993
PRISM	CID:44483163
PRISM	CID:44462758
PRISM	CID:69040311
PRISM	CID:10152654
PRISM	NAME:EM
PRISM	CID:54604529
PRISM	CID:127516
PRISM	CID:23423984
PRISM	CID:60953
PRISM	CID:133621
PRISM	CID:32798
PRISM	CID:11691726
PRISM	CID:5280795
PRISM	CID:135409400
PRISM	CID:16124208
PRISM	CID:21700
PRISM	CID:65452
PRISM	CID:46909588
PRISM	CID:448949
PRISM	CID:9888590
PRISM	CID:5282199
PRISM	CID:9823820
PRISM	CID:5351344
PRISM	CID:24946690
PRISM	CID:5281727
PRISM	CID:9926999
PRISM	CID:5282230
