comparison_type	left_run	left_k	right_run	right_k	left_program	right_program	cosine	top_gene_jaccard	cosine_null_q99	jaccard_null_q99	exceeds_both_nulls
same_k_cross_input	seed_20260811	10	holdout_A	10	1	3	0.9330880505008942	0.5625	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	10	holdout_A	10	2	4	0.17621712640753578	0.0	0.10387473153544108	0.010101010101010102	False
same_k_cross_input	seed_20260811	10	holdout_A	10	3	7	0.5990045936635047	0.05263157894736842	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	10	holdout_A	10	4	1	0.2756443472650936	0.030927835051546393	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	10	holdout_A	10	5	5	0.9332833642542411	0.639344262295082	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	10	holdout_A	10	6	6	0.8166412098118596	0.25	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	10	holdout_A	10	7	2	0.9310742239586779	0.3698630136986301	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	10	holdout_A	10	8	8	0.9286352396890094	0.4492753623188406	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	10	holdout_A	10	9	9	0.8735122832659594	0.4492753623188406	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	10	holdout_A	10	10	10	0.9700293165284287	0.7543859649122807	0.10387473153544108	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_B	5	1	1	0.813772407801292	0.19047619047619047	0.0476727245435266	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_B	5	2	4	0.8227999840934743	0.21951219512195122	0.0476727245435266	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_B	5	3	3	0.8478271929311202	0.3157894736842105	0.0476727245435266	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_B	5	4	2	0.34280002690683026	0.07526881720430108	0.0476727245435266	0.010101010101010102	True
same_k_cross_input	seed_20260811	5	holdout_B	5	5	5	0.26694646310602105	0.0	0.0476727245435266	0.010101010101010102	False
