k	program	unit	units_total	normalized_shannon_entropy	effective_unit_number	contributors_ge_5pct	calculation
8	6	dataset	11	0.4757343022776145	3.129148849609691	3	mean cell usage within unit, then normalize contributions across units
8	7	analysis_patient_id	11	0.44221030400146405	2.887450686829639	1	mean cell usage within unit, then normalize contributions across units
8	7	dataset	11	0.44221030400146405	2.887450686829639	1	mean cell usage within unit, then normalize contributions across units
8	8	analysis_patient_id	11	0.7651732944478861	6.263915229483508	4	mean cell usage within unit, then normalize contributions across units
8	8	dataset	11	0.7651732944478861	6.263915229483508	4	mean cell usage within unit, then normalize contributions across units
9	1	analysis_patient_id	11	0.7150470908854594	5.554497939407692	5	mean cell usage within unit, then normalize contributions across units
9	1	dataset	11	0.7150470908854594	5.554497939407691	5	mean cell usage within unit, then normalize contributions across units
9	2	analysis_patient_id	11	0.5109058682022245	3.4045023159669885	3	mean cell usage within unit, then normalize contributions across units
9	2	dataset	11	0.5109058682022244	3.4045023159669876	3	mean cell usage within unit, then normalize contributions across units
9	3	analysis_patient_id	11	0.44481109720656653	2.9055143379423765	2	mean cell usage within unit, then normalize contributions across units
9	3	dataset	11	0.44481109720656653	2.9055143379423765	2	mean cell usage within unit, then normalize contributions across units
9	4	analysis_patient_id	11	0.5964437768840175	4.1795756116971114	3	mean cell usage within unit, then normalize contributions across units
9	4	dataset	11	0.5964437768840175	4.1795756116971114	3	mean cell usage within unit, then normalize contributions across units
9	5	analysis_patient_id	11	0.47288824073085345	3.107866497189057	3	mean cell usage within unit, then normalize contributions across units
9	5	dataset	11	0.47288824073085345	3.107866497189057	3	mean cell usage within unit, then normalize contributions across units
9	6	analysis_patient_id	11	0.37342934680997647	2.4484237874112083	2	mean cell usage within unit, then normalize contributions across units
9	6	dataset	11	0.3734293468099765	2.4484237874112087	2	mean cell usage within unit, then normalize contributions across units
9	7	analysis_patient_id	11	0.4149851883269329	2.7049705402003155	1	mean cell usage within unit, then normalize contributions across units
9	7	dataset	11	0.4149851883269329	2.7049705402003155	1	mean cell usage within unit, then normalize contributions across units
9	8	analysis_patient_id	11	0.7505646372846603	6.048288840006924	3	mean cell usage within unit, then normalize contributions across units
9	8	dataset	11	0.7505646372846603	6.048288840006924	3	mean cell usage within unit, then normalize contributions across units
9	9	analysis_patient_id	11	0.7964800154155279	6.752249197621463	7	mean cell usage within unit, then normalize contributions across units
9	9	dataset	11	0.7964800154155279	6.752249197621463	7	mean cell usage within unit, then normalize contributions across units
10	1	analysis_patient_id	11	0.6739611821938382	5.03336291774011	4	mean cell usage within unit, then normalize contributions across units
10	1	dataset	11	0.6739611821938383	5.033362917740111	4	mean cell usage within unit, then normalize contributions across units
10	2	analysis_patient_id	11	0.508232808638189	3.3827502068651	3	mean cell usage within unit, then normalize contributions across units
10	2	dataset	11	0.508232808638189	3.3827502068651	3	mean cell usage within unit, then normalize contributions across units
10	3	analysis_patient_id	11	0.44783134213366893	2.9266331253107607	2	mean cell usage within unit, then normalize contributions across units
10	3	dataset	11	0.44783134213366893	2.9266331253107607	2	mean cell usage within unit, then normalize contributions across units
10	4	analysis_patient_id	11	0.4739415900740381	3.1157263350237074	3	mean cell usage within unit, then normalize contributions across units
10	4	dataset	11	0.4739415900740381	3.1157263350237074	3	mean cell usage within unit, then normalize contributions across units
10	5	analysis_patient_id	11	0.5696980724647868	3.919939871907627	3	mean cell usage within unit, then normalize contributions across units
10	5	dataset	11	0.5696980724647868	3.919939871907627	3	mean cell usage within unit, then normalize contributions across units
10	6	analysis_patient_id	11	0.35438490272397366	2.3391272342797276	2	mean cell usage within unit, then normalize contributions across units
10	6	dataset	11	0.3543849027239736	2.3391272342797276	2	mean cell usage within unit, then normalize contributions across units
10	7	analysis_patient_id	11	0.4121234288662412	2.6864720355639866	1	mean cell usage within unit, then normalize contributions across units
10	7	dataset	11	0.41212342886624115	2.686472035563986	1	mean cell usage within unit, then normalize contributions across units
10	8	analysis_patient_id	11	0.42969838699571034	2.8021072709948904	1	mean cell usage within unit, then normalize contributions across units
10	8	dataset	11	0.4296983869957102	2.8021072709948895	1	mean cell usage within unit, then normalize contributions across units
10	9	analysis_patient_id	11	0.7428123844984513	5.936895213328231	3	mean cell usage within unit, then normalize contributions across units
10	9	dataset	11	0.7428123844984513	5.936895213328231	3	mean cell usage within unit, then normalize contributions across units
10	10	analysis_patient_id	11	0.8019093718863276	6.8407316484314356	7	mean cell usage within unit, then normalize contributions across units
10	10	dataset	11	0.8019093718863276	6.8407316484314356	7	mean cell usage within unit, then normalize contributions across units
