comparison_type	left_run	left_k	right_run	right_k	permutations	cosine_null_q99	jaccard_null_q99
adjacent_k_same_seed	patient_holdout_A	18	patient_holdout_A	19	100	0.04496061886282486	0.02040816326530612
adjacent_k_same_seed	patient_holdout_A	19	patient_holdout_A	20	100	0.04697301428552217	0.02040816326530612
adjacent_k_same_seed	patient_holdout_B	5	patient_holdout_B	6	100	0.017662819492341216	0.02040816326530612
adjacent_k_same_seed	patient_holdout_B	6	patient_holdout_B	7	100	0.029794701129723905	0.010101010101010102
adjacent_k_same_seed	patient_holdout_B	7	patient_holdout_B	8	100	0.027896457628361144	0.010101010101010102
adjacent_k_same_seed	patient_holdout_B	8	patient_holdout_B	9	100	0.02633416394069059	0.010101010101010102
adjacent_k_same_seed	patient_holdout_B	9	patient_holdout_B	10	100	0.024161518032543988	0.010101010101010102
adjacent_k_same_seed	patient_holdout_B	10	patient_holdout_B	11	100	0.02368327099206644	0.010101010101010102
adjacent_k_same_seed	patient_holdout_B	11	patient_holdout_B	12	100	0.026777506274373926	0.010101010101010102
adjacent_k_same_seed	patient_holdout_B	12	patient_holdout_B	13	100	0.03338947143762152	0.02040816326530612
adjacent_k_same_seed	patient_holdout_B	13	patient_holdout_B	14	100	0.05501210400289846	0.02040816326530612
adjacent_k_same_seed	patient_holdout_B	14	patient_holdout_B	15	100	0.05715047206865902	0.02040816326530612
adjacent_k_same_seed	patient_holdout_B	15	patient_holdout_B	16	100	0.057536288618590635	0.02040816326530612
adjacent_k_same_seed	patient_holdout_B	16	patient_holdout_B	17	100	0.05939426116965211	0.010101010101010102
adjacent_k_same_seed	patient_holdout_B	17	patient_holdout_B	18	100	0.06285320567275872	0.02040816326530612
adjacent_k_same_seed	patient_holdout_B	18	patient_holdout_B	19	100	0.06277426794323629	0.02040816326530612
adjacent_k_same_seed	patient_holdout_B	19	patient_holdout_B	20	100	0.06092896338396875	0.02040816326530612
