system	permutation	sample_number	cumulative_consensus_peaks
cell_line	522	5	47667
cell_line	522	6	50790
cell_line	522	7	52672
cell_line	522	8	54201
cell_line	522	9	58436
cell_line	522	10	59218
cell_line	522	11	59919
cell_line	522	12	61504
cell_line	522	13	68993
cell_line	522	14	70497
cell_line	522	15	72004
cell_line	522	16	77680
cell_line	522	17	78936
cell_line	522	18	83241
cell_line	522	19	83465
cell_line	523	1	7876
cell_line	523	2	11568
cell_line	523	3	43354
cell_line	523	4	47079
cell_line	523	5	49074
cell_line	523	6	52134
cell_line	523	7	60857
cell_line	523	8	62114
cell_line	523	9	63698
cell_line	523	10	64063
cell_line	523	11	65842
cell_line	523	12	67394
cell_line	523	13	73375
cell_line	523	14	76495
cell_line	523	15	77207
cell_line	523	16	77776
cell_line	523	17	78139
cell_line	523	18	82483
cell_line	523	19	83465
cell_line	524	1	22328
cell_line	524	2	28074
cell_line	524	3	33036
cell_line	524	4	35783
cell_line	524	5	36458
cell_line	524	6	37824
cell_line	524	7	40701
cell_line	524	8	46182
cell_line	524	9	60196
cell_line	524	10	61623
cell_line	524	11	68556
cell_line	524	12	69053
cell_line	524	13	69647
cell_line	524	14	70849
cell_line	524	15	80312
cell_line	524	16	81001
cell_line	524	17	82182
cell_line	524	18	82495
cell_line	524	19	83465
cell_line	525	1	13874
cell_line	525	2	22837
cell_line	525	3	24547
cell_line	525	4	27634
cell_line	525	5	31800
cell_line	525	6	33333
cell_line	525	7	37024
cell_line	525	8	45683
cell_line	525	9	50394
cell_line	525	10	52949
cell_line	525	11	54661
cell_line	525	12	56175
cell_line	525	13	64816
cell_line	525	14	65113
cell_line	525	15	65695
cell_line	525	16	66859
cell_line	525	17	77771
cell_line	525	18	78280
cell_line	525	19	83465
cell_line	526	1	11060
cell_line	526	2	15465
cell_line	526	3	23286
cell_line	526	4	27474
cell_line	526	5	30300
cell_line	526	6	44626
cell_line	526	7	47921
cell_line	526	8	50977
cell_line	526	9	52599
cell_line	526	10	66262
cell_line	526	11	69623
cell_line	526	12	70242
cell_line	526	13	70546
cell_line	526	14	71960
cell_line	526	15	77657
cell_line	526	16	78090
cell_line	526	17	78436
cell_line	526	18	79184
cell_line	526	19	83465
cell_line	527	1	7024
cell_line	527	2	12373
cell_line	527	3	20508
cell_line	527	4	24872
cell_line	527	5	27965
cell_line	527	6	31143
cell_line	527	7	41021
cell_line	527	8	41607
cell_line	527	9	47126
cell_line	527	10	49779
cell_line	527	11	50570
cell_line	527	12	52878
cell_line	527	13	53562
cell_line	527	14	55003
cell_line	527	15	57261
cell_line	527	16	67336
cell_line	527	17	77407
cell_line	527	18	82185
cell_line	527	19	83465
cell_line	528	1	14080
cell_line	528	2	16353
cell_line	528	3	18766
cell_line	528	4	26086
cell_line	528	5	34149
cell_line	528	6	35240
cell_line	528	7	44343
cell_line	528	8	46073
cell_line	528	9	48862
cell_line	528	10	51221
cell_line	528	11	52975
cell_line	528	12	53392
cell_line	528	13	54070
cell_line	528	14	55653
cell_line	528	15	65992
cell_line	528	16	76294
cell_line	528	17	81317
cell_line	528	18	82324
cell_line	528	19	83465
cell_line	529	1	7876
cell_line	529	2	16723
cell_line	529	3	39485
cell_line	529	4	40674
cell_line	529	5	43776
cell_line	529	6	44825
cell_line	529	7	46551
cell_line	529	8	52071
cell_line	529	9	54592
cell_line	529	10	56136
cell_line	529	11	57520
cell_line	529	12	58127
cell_line	529	13	65873
cell_line	529	14	76174
cell_line	529	15	80637
cell_line	529	16	81401
cell_line	529	17	82579
cell_line	529	18	82803
cell_line	529	19	83465
cell_line	530	1	14080
cell_line	530	2	38368
cell_line	530	3	39611
cell_line	530	4	41201
cell_line	530	5	49657
cell_line	530	6	51564
cell_line	530	7	53141
cell_line	530	8	54730
cell_line	530	9	55546
cell_line	530	10	68502
cell_line	530	11	68829
cell_line	530	12	74541
cell_line	530	13	75012
cell_line	530	14	75885
cell_line	530	15	77193
cell_line	530	16	77922
cell_line	530	17	80928
cell_line	530	18	82324
cell_line	530	19	83465
cell_line	531	1	30452
cell_line	531	2	31734
cell_line	531	3	37670
cell_line	531	4	40187
cell_line	531	5	51525
cell_line	531	6	52543
cell_line	531	7	55671
cell_line	531	8	57193
cell_line	531	9	58536
cell_line	531	10	59331
cell_line	531	11	60782
cell_line	531	12	61410
cell_line	531	13	65328
cell_line	531	14	75119
cell_line	531	15	76546
cell_line	531	16	76925
cell_line	531	17	78215
cell_line	531	18	79184
cell_line	531	19	83465
cell_line	532	1	9051
cell_line	532	2	12812
cell_line	532	3	20574
cell_line	532	4	22488
cell_line	532	5	24265
cell_line	532	6	27340
cell_line	532	7	49782
cell_line	532	8	59003
cell_line	532	9	60568
cell_line	532	10	61653
cell_line	532	11	67364
cell_line	532	12	69133
cell_line	532	13	70591
cell_line	532	14	71925
cell_line	532	15	77463
cell_line	532	16	80519
cell_line	532	17	81865
cell_line	532	18	83241
cell_line	532	19	83465
cell_line	533	1	15059
cell_line	533	2	44807
cell_line	533	3	46841
cell_line	533	4	48005
cell_line	533	5	50977
cell_line	533	6	52580
cell_line	533	7	55413
cell_line	533	8	63378
cell_line	533	9	64759
cell_line	533	10	66026
cell_line	533	11	67628
cell_line	533	12	68127
cell_line	533	13	71321
cell_line	533	14	72534
cell_line	533	15	78017
cell_line	533	16	78586
cell_line	533	17	82930
cell_line	533	18	83241
cell_line	533	19	83465
cell_line	534	1	9051
cell_line	534	2	20954
cell_line	534	3	26080
cell_line	534	4	27607
cell_line	534	5	30311
cell_line	534	6	34908
cell_line	534	7	38360
cell_line	534	8	57041
cell_line	534	9	59203
cell_line	534	10	61041
cell_line	534	11	62305
cell_line	534	12	64261
cell_line	534	13	64583
cell_line	534	14	70149
cell_line	534	15	70648
cell_line	534	16	71729
cell_line	534	17	78198
cell_line	534	18	78719
cell_line	534	19	83465
cell_line	535	1	33569
cell_line	535	2	44959
cell_line	535	3	47133
cell_line	535	4	48126
cell_line	535	5	54150
cell_line	535	6	66541
cell_line	535	7	67474
cell_line	535	8	69716
cell_line	535	9	71388
cell_line	535	10	71900
cell_line	535	11	73125
cell_line	535	12	73422
cell_line	535	13	74067
cell_line	535	14	75415
cell_line	535	15	79983
cell_line	535	16	80659
cell_line	535	17	81083
cell_line	535	18	82090
cell_line	535	19	83465
cell_line	536	1	9051
cell_line	536	2	16126
cell_line	536	3	20054
cell_line	536	4	40987
cell_line	536	5	42066
cell_line	536	6	43223
cell_line	536	7	52800
cell_line	536	8	54454
cell_line	536	9	55839
cell_line	536	10	58193
cell_line	536	11	62592
cell_line	536	12	68009
cell_line	536	13	69878
cell_line	536	14	71729
cell_line	536	15	72992
cell_line	536	16	81975
cell_line	536	17	82296
cell_line	536	18	82526
cell_line	536	19	83465
cell_line	537	1	9051
cell_line	537	2	12211
cell_line	537	3	20477
cell_line	537	4	22659
cell_line	537	5	25945
cell_line	537	6	29503
cell_line	537	7	30400
cell_line	537	8	31614
cell_line	537	9	41123
cell_line	537	10	46668
cell_line	537	11	57114
cell_line	537	12	65845
cell_line	537	13	67575
cell_line	537	14	77613
cell_line	537	15	79138
cell_line	537	16	80675
cell_line	537	17	81407
cell_line	537	18	82400
cell_line	537	19	83465
cell_line	538	1	9778
cell_line	538	2	43248
cell_line	538	3	46597
cell_line	538	4	48611
cell_line	538	5	50325
cell_line	538	6	50968
cell_line	538	7	58728
cell_line	538	8	62884
cell_line	538	9	64296
cell_line	538	10	66155
cell_line	538	11	66641
cell_line	538	12	67941
cell_line	538	13	74259
cell_line	538	14	74838
cell_line	538	15	75297
cell_line	538	16	76443
cell_line	538	17	77919
cell_line	538	18	83133
cell_line	538	19	83465
cell_line	539	1	17655
cell_line	539	2	32172
cell_line	539	3	33070
cell_line	539	4	38041
cell_line	539	5	51565
cell_line	539	6	52383
cell_line	539	7	54067
cell_line	539	8	56056
cell_line	539	9	57931
cell_line	539	10	58458
cell_line	539	11	59142
cell_line	539	12	60660
cell_line	539	13	68733
cell_line	539	14	69956
cell_line	539	15	71430
cell_line	539	16	72560
cell_line	539	17	81686
cell_line	539	18	82090
cell_line	539	19	83465
cell_line	540	1	4406
cell_line	540	2	41479
cell_line	540	3	44084
cell_line	540	4	54713
cell_line	540	5	56915
cell_line	540	6	59158
cell_line	540	7	60519
cell_line	540	8	62431
cell_line	540	9	63041
cell_line	540	10	64101
cell_line	540	11	65726
cell_line	540	12	67082
cell_line	540	13	67788
cell_line	540	14	73521
cell_line	540	15	76836
cell_line	540	16	81391
cell_line	540	17	82820
cell_line	540	18	83133
cell_line	540	19	83465
cell_line	541	1	15059
cell_line	541	2	16761
cell_line	541	3	37400
cell_line	541	4	41218
cell_line	541	5	48490
cell_line	541	6	49558
cell_line	541	7	50351
cell_line	541	8	52207
cell_line	541	9	53089
cell_line	541	10	55277
cell_line	541	11	68660
cell_line	541	12	69982
cell_line	541	13	70905
cell_line	541	14	76496
cell_line	541	15	77792
cell_line	541	16	80737
cell_line	541	17	81074
cell_line	541	18	82400
cell_line	541	19	83465
cell_line	542	1	13181
cell_line	542	2	22359
cell_line	542	3	26871
cell_line	542	4	31765
cell_line	542	5	41344
cell_line	542	6	42238
cell_line	542	7	47580
cell_line	542	8	48450
cell_line	542	9	50909
cell_line	542	10	51438
cell_line	542	11	63145
cell_line	542	12	64479
cell_line	542	13	65707
cell_line	542	14	66832
cell_line	542	15	67309
cell_line	542	16	73406
cell_line	542	17	74405
cell_line	542	18	74656
cell_line	542	19	83465
cell_line	543	1	22328
cell_line	543	2	40178
cell_line	543	3	43198
cell_line	543	4	44940
cell_line	543	5	46260
cell_line	543	6	56527
cell_line	543	7	58910
cell_line	543	8	60928
cell_line	543	9	63339
cell_line	543	10	64014
cell_line	543	11	65403
cell_line	543	12	75675
cell_line	543	13	75961
cell_line	543	14	77073
cell_line	543	15	78526
cell_line	543	16	81409
cell_line	543	17	82493
cell_line	543	18	83158
cell_line	543	19	83465
cell_line	544	1	13874
cell_line	544	2	22552
cell_line	544	3	23661
cell_line	544	4	29723
cell_line	544	5	39251
cell_line	544	6	40517
cell_line	544	7	42979
cell_line	544	8	44965
cell_line	544	9	47871
cell_line	544	10	59314
cell_line	544	11	59985
cell_line	544	12	60478
cell_line	544	13	66822
cell_line	544	14	67381
cell_line	544	15	77164
cell_line	544	16	78676
cell_line	544	17	79733
cell_line	544	18	82495
cell_line	544	19	83465
cell_line	545	1	40487
cell_line	545	2	49827
cell_line	545	3	52624
cell_line	545	4	54493
cell_line	545	5	55348
cell_line	545	6	57847
cell_line	545	7	59397
cell_line	545	8	61110
cell_line	545	9	63184
cell_line	545	10	63666
cell_line	545	11	67158
cell_line	545	12	67466
cell_line	545	13	74155
cell_line	545	14	75070
cell_line	545	15	80639
cell_line	545	16	81996
cell_line	545	17	82730
cell_line	545	18	83067
cell_line	545	19	83465
cell_line	546	1	33569
cell_line	546	2	37906
cell_line	546	3	40488
cell_line	546	4	42743
cell_line	546	5	44128
cell_line	546	6	46361
cell_line	546	7	51810
cell_line	546	8	52653
cell_line	546	9	53285
cell_line	546	10	55065
cell_line	546	11	67316
cell_line	546	12	68236
cell_line	546	13	68565
cell_line	546	14	69083
cell_line	546	15	70874
cell_line	546	16	72298
cell_line	546	17	73858
cell_line	546	18	78719
cell_line	546	19	83465
cell_line	547	1	13874
cell_line	547	2	22552
cell_line	547	3	46762
cell_line	547	4	49414
cell_line	547	5	52333
cell_line	547	6	60942
cell_line	547	7	61337
cell_line	547	8	62057
cell_line	547	9	62654
cell_line	547	10	63248
cell_line	547	11	69361
cell_line	547	12	74404
cell_line	547	13	77660
cell_line	547	14	78210
cell_line	547	15	79322
cell_line	547	16	80376
cell_line	547	17	81797
cell_line	547	18	82741
cell_line	547	19	83465
cell_line	548	1	4406
cell_line	548	2	13127
cell_line	548	3	20745
cell_line	548	4	26959
cell_line	548	5	31939
cell_line	548	6	33137
cell_line	548	7	47576
cell_line	548	8	62271
cell_line	548	9	63823
cell_line	548	10	65626
cell_line	548	11	66188
cell_line	548	12	67172
cell_line	548	13	68371
cell_line	548	14	71653
cell_line	548	15	76451
cell_line	548	16	77592
cell_line	548	17	77960
cell_line	548	18	78280
cell_line	548	19	83465
cell_line	549	1	17655
cell_line	549	2	38874
cell_line	549	3	51518
cell_line	549	4	52334
cell_line	549	5	53310
cell_line	549	6	55827
cell_line	549	7	57466
cell_line	549	8	69141
cell_line	549	9	69701
cell_line	549	10	71008
cell_line	549	11	76028
cell_line	549	12	76859
cell_line	549	13	78382
cell_line	549	14	78824
cell_line	549	15	80090
cell_line	549	16	81495
cell_line	549	17	82163
cell_line	549	18	82400
cell_line	549	19	83465
cell_line	550	1	7876
cell_line	550	2	35386
cell_line	550	3	38171
cell_line	550	4	42559
cell_line	550	5	43650
cell_line	550	6	44335
cell_line	550	7	45489
cell_line	550	8	47385
cell_line	550	9	56315
cell_line	550	10	57804
cell_line	550	11	60141
cell_line	550	12	60655
cell_line	550	13	61914
cell_line	550	14	63690
cell_line	550	15	67325
cell_line	550	16	68539
cell_line	550	17	77945
cell_line	550	18	79184
cell_line	550	19	83465
cell_line	551	1	9051
cell_line	551	2	12812
cell_line	551	3	17329
cell_line	551	4	24236
cell_line	551	5	29496
cell_line	551	6	35973
cell_line	551	7	49652
cell_line	551	8	52533
cell_line	551	9	53107
cell_line	551	10	54960
cell_line	551	11	63915
cell_line	551	12	74205
cell_line	551	13	74951
cell_line	551	14	76041
cell_line	551	15	77392
cell_line	551	16	81792
cell_line	551	17	82025
cell_line	551	18	82966
cell_line	551	19	83465
cell_line	552	1	33569
cell_line	552	2	36512
cell_line	552	3	46836
cell_line	552	4	48048
cell_line	552	5	50505
cell_line	552	6	53080
cell_line	552	7	58241
cell_line	552	8	58953
cell_line	552	9	60733
cell_line	552	10	62702
cell_line	552	11	64316
cell_line	552	12	64846
cell_line	552	13	75056
cell_line	552	14	79723
cell_line	552	15	80774
cell_line	552	16	82200
cell_line	552	17	82432
cell_line	552	18	83158
cell_line	552	19	83465
cell_line	553	1	4406
cell_line	553	2	16041
cell_line	553	3	43654
cell_line	553	4	47426
cell_line	553	5	49952
cell_line	553	6	51997
cell_line	553	7	52821
cell_line	553	8	57399
cell_line	553	9	57999
cell_line	553	10	64268
cell_line	553	11	66115
cell_line	553	12	73365
cell_line	553	13	74497
cell_line	553	14	75910
cell_line	553	15	77013
cell_line	553	16	77541
cell_line	553	17	77888
cell_line	553	18	82741
cell_line	553	19	83465
cell_line	554	1	15059
cell_line	554	2	36479
cell_line	554	3	40540
cell_line	554	4	47932
cell_line	554	5	58408
cell_line	554	6	62806
cell_line	554	7	63483
cell_line	554	8	64226
cell_line	554	9	66468
cell_line	554	10	67795
cell_line	554	11	68305
cell_line	554	12	69568
cell_line	554	13	69933
cell_line	554	14	79784
cell_line	554	15	80485
cell_line	554	16	81249
cell_line	554	17	81486
cell_line	554	18	82483
cell_line	554	19	83465
cell_line	555	1	33569
cell_line	555	2	38368
cell_line	555	3	39611
cell_line	555	4	43423
cell_line	555	5	44703
cell_line	555	6	48083
cell_line	555	7	48863
cell_line	555	8	50711
cell_line	555	9	52226
cell_line	555	10	58843
cell_line	555	11	60433
cell_line	555	12	61674
cell_line	555	13	68179
cell_line	555	14	71592
cell_line	555	15	72721
cell_line	555	16	73856
cell_line	555	17	82739
cell_line	555	18	82966
cell_line	555	19	83465
cell_line	556	1	11060
cell_line	556	2	34821
cell_line	556	3	36209
cell_line	556	4	37963
cell_line	556	5	42183
cell_line	556	6	47498
cell_line	556	7	50773
cell_line	556	8	60848
cell_line	556	9	62146
cell_line	556	10	67356
cell_line	556	11	68656
cell_line	556	12	69885
cell_line	556	13	71014
cell_line	556	14	80278
cell_line	556	15	80537
cell_line	556	16	81586
cell_line	556	17	82005
cell_line	556	18	83158
cell_line	556	19	83465
cell_line	557	1	9051
cell_line	557	2	25936
cell_line	557	3	27492
cell_line	557	4	28921
cell_line	557	5	33829
cell_line	557	6	47276
cell_line	557	7	50464
cell_line	557	8	52366
cell_line	557	9	67032
cell_line	557	10	67708
cell_line	557	11	73939
cell_line	557	12	75144
cell_line	557	13	76459
cell_line	557	14	77302
cell_line	557	15	80222
cell_line	557	16	81597
cell_line	557	17	82262
cell_line	557	18	83241
cell_line	557	19	83465
cell_line	558	1	15059
cell_line	558	2	17162
cell_line	558	3	21926
cell_line	558	4	34124
cell_line	558	5	36977
cell_line	558	6	38307
cell_line	558	7	42025
cell_line	558	8	44020
cell_line	558	9	44638
cell_line	558	10	46214
cell_line	558	11	49572
cell_line	558	12	49984
cell_line	558	13	54380
cell_line	558	14	56268
cell_line	558	15	65394
cell_line	558	16	66952
cell_line	558	17	67427
cell_line	558	18	78280
cell_line	558	19	83465
cell_line	559	1	13181
cell_line	559	2	17210
cell_line	559	3	24104
cell_line	559	4	29927
cell_line	559	5	32197
cell_line	559	6	47527
cell_line	559	7	48349
cell_line	559	8	53692
cell_line	559	9	60352
cell_line	559	10	66951
cell_line	559	11	67250
cell_line	559	12	68566
cell_line	559	13	70396
cell_line	559	14	70852
cell_line	559	15	72037
cell_line	559	16	72598
cell_line	559	17	73600
cell_line	559	18	82495
cell_line	559	19	83465
cell_line	560	1	10952
cell_line	560	2	43139
cell_line	560	3	44012
cell_line	560	4	45184
cell_line	560	5	47423
cell_line	560	6	52798
cell_line	560	7	53704
cell_line	560	8	55760
cell_line	560	9	57497
cell_line	560	10	59024
cell_line	560	11	67072
cell_line	560	12	68970
cell_line	560	13	69503
cell_line	560	14	70431
cell_line	560	15	72080
cell_line	560	16	77031
cell_line	560	17	78362
cell_line	560	18	78719
cell_line	560	19	83465
cell_line	561	1	9778
cell_line	561	2	19499
cell_line	561	3	20967
cell_line	561	4	27288
cell_line	561	5	28636
cell_line	561	6	31789
cell_line	561	7	34717
cell_line	561	8	54712
cell_line	561	9	63276
cell_line	561	10	64657
cell_line	561	11	70333
cell_line	561	12	70936
cell_line	561	13	71471
cell_line	561	14	74697
cell_line	561	15	75101
cell_line	561	16	80239
cell_line	561	17	81591
cell_line	561	18	82741
cell_line	561	19	83465
cell_line	562	1	30452
cell_line	562	2	51725
cell_line	562	3	53779
cell_line	562	4	54941
cell_line	562	5	57512
cell_line	562	6	60114
cell_line	562	7	60788
cell_line	562	8	67286
cell_line	562	9	69039
cell_line	562	10	69751
cell_line	562	11	74739
cell_line	562	12	75137
cell_line	562	13	76310
cell_line	562	14	77992
cell_line	562	15	80869
cell_line	562	16	81626
cell_line	562	17	82296
cell_line	562	18	83241
cell_line	562	19	83465
cell_line	563	1	7024
cell_line	563	2	14608
cell_line	563	3	16153
cell_line	563	4	26473
cell_line	563	5	28180
cell_line	563	6	29780
cell_line	563	7	33878
cell_line	563	8	50971
cell_line	563	9	59404
cell_line	563	10	61121
cell_line	563	11	62834
cell_line	563	12	67948
cell_line	563	13	69630
cell_line	563	14	70756
cell_line	563	15	80528
cell_line	563	16	81306
cell_line	563	17	82301
cell_line	563	18	82966
cell_line	563	19	83465
cell_line	564	1	7024
cell_line	564	2	14187
cell_line	564	3	15638
cell_line	564	4	20656
cell_line	564	5	22721
cell_line	564	6	43615
cell_line	564	7	45891
cell_line	564	8	46867
cell_line	564	9	52293
cell_line	564	10	54854
cell_line	564	11	60987
cell_line	564	12	62868
cell_line	564	13	64145
cell_line	564	14	64654
cell_line	564	15	70851
cell_line	564	16	72414
cell_line	564	17	73577
cell_line	564	18	74656
cell_line	564	19	83465
cell_line	565	1	13181
cell_line	565	2	22359
cell_line	565	3	28141
cell_line	565	4	29612
cell_line	565	5	39879
cell_line	565	6	41113
cell_line	565	7	44497
cell_line	565	8	46501
cell_line	565	9	47109
cell_line	565	10	63328
cell_line	565	11	64621
cell_line	565	12	71764
cell_line	565	13	72057
cell_line	565	14	73166
cell_line	565	15	74013
cell_line	565	16	79024
cell_line	565	17	81879
cell_line	565	18	82966
cell_line	565	19	83465
cell_line	566	1	33569
cell_line	566	2	36512
cell_line	566	3	45839
cell_line	566	4	46598
