system	permutation	sample_number	cumulative_consensus_peaks
PDX	7	8	52112
PDX	7	9	52990
PDX	7	10	58091
PDX	7	11	58559
PDX	7	12	59670
PDX	7	13	64641
PDX	8	1	16250
PDX	8	2	16270
PDX	8	3	18910
PDX	8	4	20363
PDX	8	5	21489
PDX	8	6	27573
PDX	8	7	28323
PDX	8	8	28323
PDX	8	9	30447
PDX	8	10	37808
PDX	8	11	37808
PDX	8	12	63151
PDX	8	13	64641
PDX	9	1	7188
PDX	9	2	14894
PDX	9	3	18291
PDX	9	4	19324
PDX	9	5	26366
PDX	9	6	55132
PDX	9	7	55784
PDX	9	8	59152
PDX	9	9	59167
PDX	9	10	63910
PDX	9	11	63910
PDX	9	12	64641
PDX	9	13	64641
PDX	10	1	13413
PDX	10	2	13413
PDX	10	3	13413
PDX	10	4	14894
PDX	10	5	17080
PDX	10	6	48351
PDX	10	7	54216
PDX	10	8	54231
PDX	10	9	54828
PDX	10	10	55426
PDX	10	11	56707
PDX	10	12	59670
PDX	10	13	64641
PDX	11	1	11297
PDX	11	2	46085
PDX	11	3	50758
PDX	11	4	56062
PDX	11	5	56078
PDX	11	6	56078
PDX	11	7	57870
PDX	11	8	58669
PDX	11	9	63485
PDX	11	10	63936
PDX	11	11	64229
PDX	11	12	64641
PDX	11	13	64641
PDX	12	1	8893
PDX	12	2	18893
PDX	12	3	50684
PDX	12	4	56969
PDX	12	5	57682
PDX	12	6	59107
PDX	12	7	59668
PDX	12	8	61354
PDX	12	9	61354
PDX	12	10	61369
PDX	12	11	64350
PDX	12	12	64350
PDX	12	13	64641
PDX	13	1	0
PDX	13	2	43772
PDX	13	3	46085
PDX	13	4	46789
PDX	13	5	46805
PDX	13	6	51119
PDX	13	7	52029
PDX	13	8	52029
PDX	13	9	52516
PDX	13	10	54305
PDX	13	11	59212
PDX	13	12	64195
PDX	13	13	64641
PDX	14	1	13413
PDX	14	2	46655
PDX	14	3	52199
PDX	14	4	53021
PDX	14	5	58688
PDX	14	6	60007
PDX	14	7	60455
PDX	14	8	60470
PDX	14	9	60470
PDX	14	10	61273
PDX	14	11	61273
PDX	14	12	64195
PDX	14	13	64641
PDX	15	1	8893
PDX	15	2	12685
PDX	15	3	20802
PDX	15	4	21770
PDX	15	5	21787
PDX	15	6	31378
PDX	15	7	58189
PDX	15	8	59585
PDX	15	9	59585
PDX	15	10	59585
PDX	15	11	62690
PDX	15	12	63151
PDX	15	13	64641
PDX	16	1	43772
PDX	16	2	45042
PDX	16	3	50168
PDX	16	4	50168
PDX	16	5	55493
PDX	16	6	55832
PDX	16	7	55832
PDX	16	8	57702
PDX	16	9	58175
PDX	16	10	63103
PDX	16	11	63558
PDX	16	12	63573
PDX	16	13	64641
PDX	17	1	13413
PDX	17	2	14894
PDX	17	3	14894
PDX	17	4	14894
PDX	17	5	18291
PDX	17	6	20044
PDX	17	7	26903
PDX	17	8	27733
PDX	17	9	32374
PDX	17	10	39313
PDX	17	11	39328
PDX	17	12	39864
PDX	17	13	64641
PDX	18	1	0
PDX	18	2	13413
PDX	18	3	24714
PDX	18	4	25438
PDX	18	5	25438
PDX	18	6	30278
PDX	18	7	31965
PDX	18	8	57976
PDX	18	9	63016
PDX	18	10	63472
PDX	18	11	63487
PDX	18	12	64229
PDX	18	13	64641
PDX	19	1	8893
PDX	19	2	14506
PDX	19	3	22120
PDX	19	4	51679
PDX	19	5	51695
PDX	19	6	52029
PDX	19	7	52029
PDX	19	8	53836
PDX	19	9	54305
PDX	19	10	59444
PDX	19	11	59444
PDX	19	12	59938
PDX	19	13	64641
PDX	20	1	9107
PDX	20	2	9107
PDX	20	3	14255
PDX	20	4	16608
PDX	20	5	17572
PDX	20	6	17592
PDX	20	7	21281
PDX	20	8	29768
PDX	20	9	56167
PDX	20	10	56707
PDX	20	11	59670
PDX	20	12	59670
PDX	20	13	64641
PDX	21	1	11297
PDX	21	2	11323
PDX	21	3	46101
PDX	21	4	46805
PDX	21	5	46805
PDX	21	6	49095
PDX	21	7	54700
PDX	21	8	59886
PDX	21	9	63031
PDX	21	10	63778
PDX	21	11	63778
PDX	21	12	64195
PDX	21	13	64641
PDX	22	1	9107
PDX	22	2	9107
PDX	22	3	11030
PDX	22	4	12546
PDX	22	5	24082
PDX	22	6	26408
PDX	22	7	32723
PDX	22	8	35229
PDX	22	9	60983
PDX	22	10	60998
PDX	22	11	60998
PDX	22	12	61795
PDX	22	13	64641
PDX	23	1	13413
PDX	23	2	24714
PDX	23	3	31261
PDX	23	4	33207
PDX	23	5	34047
PDX	23	6	34047
PDX	23	7	34708
PDX	23	8	35828
PDX	23	9	35828
PDX	23	10	36330
PDX	23	11	39849
PDX	23	12	39864
PDX	23	13	64641
PDX	24	1	17353
PDX	24	2	18306
PDX	24	3	22266
PDX	24	4	30521
PDX	24	5	36469
PDX	24	6	62059
PDX	24	7	62059
PDX	24	8	62059
PDX	24	9	62074
PDX	24	10	62511
PDX	24	11	62809
PDX	24	12	63910
PDX	24	13	64641
PDX	25	1	0
PDX	25	2	13413
PDX	25	3	24714
PDX	25	4	31261
PDX	25	5	35906
PDX	25	6	36508
PDX	25	7	37060
PDX	25	8	62496
PDX	25	9	63264
PDX	25	10	63264
PDX	25	11	63279
PDX	25	12	63573
PDX	25	13	64641
PDX	26	1	6366
PDX	26	2	14941
PDX	26	3	14965
PDX	26	4	14965
PDX	26	5	16872
PDX	26	6	18780
PDX	26	7	25744
PDX	26	8	28043
PDX	26	9	35843
PDX	26	10	35843
PDX	26	11	39542
PDX	26	12	64350
PDX	26	13	64641
PDX	27	1	7188
PDX	27	2	44630
PDX	27	3	47317
PDX	27	4	48351
PDX	27	5	54216
PDX	27	6	55565
PDX	27	7	55580
PDX	27	8	56143
PDX	27	9	61250
PDX	27	10	61250
PDX	27	11	61250
PDX	27	12	61795
PDX	27	13	64641
PDX	28	1	20889
PDX	28	2	22968
PDX	28	3	29670
PDX	28	4	34682
PDX	28	5	34682
PDX	28	6	35310
PDX	28	7	35310
PDX	28	8	36903
PDX	28	9	37239
PDX	28	10	37792
PDX	28	11	37808
PDX	28	12	39864
PDX	28	13	64641
PDX	29	1	20889
PDX	29	2	50578
PDX	29	3	50578
PDX	29	4	52268
PDX	29	5	52284
PDX	29	6	52984
PDX	29	7	58241
PDX	29	8	60022
PDX	29	9	60562
PDX	29	10	60998
PDX	29	11	61795
PDX	29	12	64641
PDX	29	13	64641
PDX	30	1	9107
PDX	30	2	9107
PDX	30	3	9132
PDX	30	4	15735
PDX	30	5	47545
PDX	30	6	49269
PDX	30	7	50206
PDX	30	8	50206
PDX	30	9	53984
PDX	30	10	58919
PDX	30	11	63904
PDX	30	12	64195
PDX	30	13	64641
PDX	31	1	16250
PDX	31	2	16250
PDX	31	3	49535
PDX	31	4	50684
PDX	31	5	50700
PDX	31	6	50700
PDX	31	7	55509
PDX	31	8	56937
PDX	31	9	57470
PDX	31	10	59171
PDX	31	11	59623
PDX	31	12	64350
PDX	31	13	64641
PDX	32	1	7188
PDX	32	2	7220
PDX	32	3	9665
PDX	32	4	45517
PDX	32	5	47563
PDX	32	6	48323
PDX	32	7	52170
PDX	32	8	53053
PDX	32	9	58262
PDX	32	10	58262
PDX	32	11	63151
PDX	32	12	64641
PDX	32	13	64641
PDX	33	1	16250
PDX	33	2	16270
PDX	33	3	28068
PDX	33	4	29249
PDX	33	5	30746
PDX	33	6	31515
PDX	33	7	35903
PDX	33	8	61690
PDX	33	9	61690
PDX	33	10	62854
PDX	33	11	63151
PDX	33	12	63151
PDX	33	13	64641
PDX	34	1	0
PDX	34	2	43772
PDX	34	3	49535
PDX	34	4	54564
PDX	34	5	55085
PDX	34	6	56556
PDX	34	7	61596
PDX	34	8	62063
PDX	34	9	62063
PDX	34	10	62838
PDX	34	11	64335
PDX	34	12	64626
PDX	34	13	64641
PDX	35	1	17353
PDX	35	2	17353
PDX	35	3	24739
PDX	35	4	25537
PDX	35	5	27996
PDX	35	6	28014
PDX	35	7	28770
PDX	35	8	31537
PDX	35	9	31537
PDX	35	10	31917
PDX	35	11	59167
PDX	35	12	59938
PDX	35	13	64641
PDX	36	1	20889
PDX	36	2	20889
PDX	36	3	28051
PDX	36	4	55973
PDX	36	5	59911
PDX	36	6	61154
PDX	36	7	61154
PDX	36	8	61596
PDX	36	9	61612
PDX	36	10	62393
PDX	36	11	63904
PDX	36	12	64350
PDX	36	13	64641
PDX	37	1	11297
PDX	37	2	14255
PDX	37	3	46996
PDX	37	4	52968
PDX	37	5	52968
PDX	37	6	53561
PDX	37	7	54497
PDX	37	8	57803
PDX	37	9	57803
PDX	37	10	62838
PDX	37	11	63135
PDX	37	12	64626
PDX	37	13	64641
PDX	38	1	43772
PDX	38	2	46085
PDX	38	3	48485
PDX	38	4	53911
PDX	38	5	57855
PDX	38	6	58365
PDX	38	7	58365
PDX	38	8	58380
PDX	38	9	59171
PDX	38	10	59623
PDX	38	11	59938
PDX	38	12	64641
PDX	38	13	64641
PDX	39	1	11297
PDX	39	2	11323
PDX	39	3	13384
PDX	39	4	20973
PDX	39	5	20973
PDX	39	6	22593
PDX	39	7	52029
PDX	39	8	52029
PDX	39	9	52516
PDX	39	10	53053
PDX	39	11	58118
PDX	39	12	59670
PDX	39	13	64641
PDX	40	1	17353
PDX	40	2	17353
PDX	40	3	18567
PDX	40	4	21412
PDX	40	5	21434
PDX	40	6	21434
PDX	40	7	28076
PDX	40	8	35826
PDX	40	9	61612
PDX	40	10	63164
PDX	40	11	63459
PDX	40	12	63910
PDX	40	13	64641
PDX	41	1	43772
PDX	41	2	43772
PDX	41	3	50578
PDX	41	4	54735
PDX	41	5	54751
PDX	41	6	55660
PDX	41	7	55660
PDX	41	8	60772
PDX	41	9	61079
PDX	41	10	61558
PDX	41	11	63152
PDX	41	12	63573
PDX	41	13	64641
PDX	42	1	0
PDX	42	2	7188
PDX	42	3	14894
PDX	42	4	22816
PDX	42	5	22832
PDX	42	6	28610
PDX	42	7	30625
PDX	42	8	58196
PDX	42	9	58196
PDX	42	10	58705
PDX	42	11	59167
PDX	42	12	59938
PDX	42	13	64641
PDX	43	1	80
PDX	43	2	20911
PDX	43	3	22988
PDX	43	4	23957
PDX	43	5	29290
PDX	43	6	29290
PDX	43	7	31066
PDX	43	8	36899
PDX	43	9	36899
PDX	43	10	62429
PDX	43	11	63936
PDX	43	12	64350
PDX	43	13	64641
PDX	44	1	6366
PDX	44	2	18306
PDX	44	3	18306
PDX	44	4	18306
PDX	44	5	20321
PDX	44	6	27118
PDX	44	7	56049
PDX	44	8	57897
PDX	44	9	59156
PDX	44	10	59474
PDX	44	11	59489
PDX	44	12	59938
PDX	44	13	64641
PDX	45	1	17353
PDX	45	2	21511
PDX	45	3	23837
PDX	45	4	30216
PDX	45	5	30609
PDX	45	6	30625
PDX	45	7	37803
PDX	45	8	38364
PDX	45	9	38895
PDX	45	10	39864
PDX	45	11	64641
PDX	45	12	64641
PDX	45	13	64641
PDX	46	1	0
PDX	46	2	16250
PDX	46	3	18893
PDX	46	4	29670
PDX	46	5	29686
PDX	46	6	30431
PDX	46	7	30431
PDX	46	8	32471
PDX	46	9	58988
PDX	46	10	60708
PDX	46	11	61250
PDX	46	12	64229
PDX	46	13	64641
PDX	47	1	13413
PDX	47	2	15917
PDX	47	3	47715
PDX	47	4	48543
PDX	47	5	53954
PDX	47	6	54510
PDX	47	7	54510
PDX	47	8	58175
PDX	47	9	59429
PDX	47	10	59444
PDX	47	11	64195
PDX	47	12	64195
PDX	47	13	64641
PDX	48	1	8893
PDX	48	2	11500
PDX	48	3	20260
PDX	48	4	21770
PDX	48	5	21787
PDX	48	6	31378
PDX	48	7	33307
PDX	48	8	33307
PDX	48	9	33993
PDX	48	10	60134
PDX	48	11	61795
PDX	48	12	61795
PDX	48	13	64641
PDX	49	1	17353
PDX	49	2	17353
PDX	49	3	17955
PDX	49	4	19098
PDX	49	5	20955
PDX	49	6	24261
PDX	49	7	26301
PDX	49	8	54290
PDX	49	9	54796
PDX	49	10	59655
PDX	49	11	59655
PDX	49	12	59670
PDX	49	13	64641
PDX	50	1	8893
PDX	50	2	12685
PDX	50	3	46097
PDX	50	4	48044
PDX	50	5	48630
PDX	50	6	52500
PDX	50	7	52500
PDX	50	8	54290
PDX	50	9	54290
PDX	50	10	54796
PDX	50	11	54811
PDX	50	12	59670
PDX	50	13	64641
PDX	51	1	80
PDX	51	2	16270
PDX	51	3	20548
PDX	51	4	20548
PDX	51	5	27293
PDX	51	6	27293
PDX	51	7	28014
PDX	51	8	30871
PDX	51	9	31261
PDX	51	10	58705
PDX	51	11	59167
PDX	51	12	59938
PDX	51	13	64641
PDX	52	1	16250
PDX	52	2	20529
PDX	52	3	20529
PDX	52	4	22153
PDX	52	5	28058
PDX	52	6	28058
PDX	52	7	29374
PDX	52	8	32023
PDX	52	9	32038
PDX	52	10	59128
PDX	52	11	59444
PDX	52	12	64195
PDX	52	13	64641
PDX	53	1	6366
PDX	53	2	11021
PDX	53	3	11046
PDX	53	4	23385
PDX	53	5	23385
PDX	53	6	26636
PDX	53	7	26636
PDX	53	8	27238
PDX	53	9	29186
PDX	53	10	30430
PDX	53	11	36345
PDX	53	12	61795
PDX	53	13	64641
PDX	54	1	20889
PDX	54	2	27191
PDX	54	3	27210
PDX	54	4	28658
PDX	54	5	34698
PDX	54	6	35057
PDX	54	7	61079
PDX	54	8	61079
PDX	54	9	61079
PDX	54	10	62264
PDX	54	11	63778
PDX	54	12	64229
PDX	54	13	64641
PDX	55	1	8893
PDX	55	2	8893
PDX	55	3	12685
PDX	55	4	20802
PDX	55	5	21770
PDX	55	6	21787
PDX	55	7	22832
PDX	55	8	53027
PDX	55	9	53027
PDX	55	10	55175
PDX	55	11	60571
PDX	55	12	63573
PDX	55	13	64641
PDX	56	1	20889
PDX	56	2	21917
PDX	56	3	21917
PDX	56	4	21917
PDX	56	5	23227
PDX	56	6	24970
PDX	56	7	52917
PDX	56	8	53521
PDX	56	9	56890
PDX	56	10	56906
PDX	56	11	58559
PDX	56	12	59670
PDX	56	13	64641
PDX	57	1	80
PDX	57	2	9132
PDX	57	3	15735
PDX	57	4	17739
PDX	57	5	17739
PDX	57	6	18608
PDX	57	7	24279
PDX	57	8	30562
PDX	57	9	32408
PDX	57	10	39344
PDX	57	11	39864
PDX	57	12	64641
PDX	57	13	64641
PDX	58	1	8893
PDX	58	2	19479
PDX	58	3	19499
PDX	58	4	19499
PDX	58	5	28658
PDX	58	6	55660
PDX	58	7	56118
PDX	58	8	57794
PDX	58	9	58919
PDX	58	10	59212
PDX	58	11	64195
PDX	58	12	64195
PDX	58	13	64641
PDX	59	1	0
PDX	59	2	6366
PDX	59	3	44748
PDX	59	4	46901
PDX	59	5	51320
PDX	59	6	51336
PDX	59	7	51677
PDX	59	8	56959
PDX	59	9	58705
PDX	59	10	59167
PDX	59	11	63910
PDX	59	12	64641
PDX	59	13	64641
PDX	60	1	17353
PDX	60	2	24739
PDX	60	3	54564
PDX	60	4	59911
PDX	60	5	60225
PDX	60	6	60241
PDX	60	7	61908
PDX	60	8	61908
PDX	60	9	62349
PDX	60	10	63459
PDX	60	11	64195
PDX	60	12	64641
PDX	60	13	64641
PDX	61	1	16250
PDX	61	2	20529
PDX	61	3	21779
PDX	61	4	21779
PDX	61	5	52436
PDX	61	6	53060
PDX	61	7	56943
PDX	61	8	58690
PDX	61	9	59474
PDX	61	10	59489
PDX	61	11	59938
PDX	61	12	59938
PDX	61	13	64641
PDX	62	1	11297
PDX	62	2	20529
PDX	62	3	21690
PDX	62	4	21690
PDX	62	5	21690
PDX	62	6	25496
PDX	62	7	26562
PDX	62	8	55172
PDX	62	9	55187
PDX	62	10	55799
PDX	62	11	59167
PDX	62	12	59938
PDX	62	13	64641
PDX	63	1	20889
PDX	63	2	21985
PDX	63	3	28972
PDX	63	4	29722
PDX	63	5	29722
PDX	63	6	29722
PDX	63	7	57179
PDX	63	8	57195
PDX	63	9	60727
PDX	63	10	61558
PDX	63	11	61991
PDX	63	12	63151
PDX	63	13	64641
PDX	64	1	8893
PDX	64	2	18893
PDX	64	3	29670
PDX	64	4	29670
PDX	64	5	30730
PDX	64	6	31499
PDX	64	7	33422
PDX	64	8	33422
PDX	64	9	37457
PDX	64	10	37792
PDX	64	11	63135
PDX	64	12	64626
PDX	64	13	64641
PDX	65	1	17353
PDX	65	2	18306
PDX	65	3	21265
PDX	65	4	21749
PDX	65	5	21749
PDX	65	6	51661
PDX	65	7	56943
PDX	65	8	56959
PDX	65	9	57437
PDX	65	10	57437
PDX	65	11	58262
PDX	65	12	59938
PDX	65	13	64641
PDX	66	1	11297
PDX	66	2	11297
PDX	66	3	20529
PDX	66	4	51664
PDX	66	5	51664
PDX	66	6	52667
PDX	66	7	52683
PDX	66	8	53434
PDX	66	9	55486
PDX	66	10	56017
PDX	66	11	56645
PDX	66	12	61795
PDX	66	13	64641
PDX	67	1	0
PDX	67	2	43772
PDX	67	3	44630
PDX	67	4	45613
PDX	67	5	45629
PDX	67	6	48138
PDX	67	7	49130
PDX	67	8	54525
PDX	67	9	55175
PDX	67	10	56645
PDX	67	11	59938
PDX	67	12	64641
PDX	67	13	64641
PDX	68	1	20889
PDX	68	2	21917
PDX	68	3	21938
PDX	68	4	24597
PDX	68	5	31136
PDX	68	6	33806
PDX	68	7	34962
PDX	68	8	35718
PDX	68	9	39344
PDX	68	10	39344
PDX	68	11	64195
PDX	68	12	64195
PDX	68	13	64641
PDX	69	1	0
PDX	69	2	13413
PDX	69	3	21511
PDX	69	4	21531
PDX	69	5	29940
PDX	69	6	56513
PDX	69	7	56818
PDX	69	8	57270
PDX	69	9	58091
PDX	69	10	63118
PDX	69	11	63118
PDX	69	12	63573
PDX	69	13	64641
PDX	70	1	20889
PDX	70	2	20889
PDX	70	3	24714
PDX	70	4	26937
PDX	70	5	28306
PDX	70	6	32743
PDX	70	7	32743
PDX	70	8	38458
PDX	70	9	38987
PDX	70	10	39527
PDX	70	11	39542
PDX	70	12	39864
PDX	70	13	64641
PDX	71	1	80
PDX	71	2	20911
PDX	71	3	50594
PDX	71	4	50594
PDX	71	5	54751
PDX	71	6	56059
PDX	71	7	56513
PDX	71	8	57346
PDX	71	9	57819
PDX	71	10	58118
PDX	71	11	59670
PDX	71	12	59670
PDX	71	13	64641
PDX	72	1	9107
PDX	72	2	12685
PDX	72	3	24283
PDX	72	4	24302
PDX	72	5	25138
PDX	72	6	53053
PDX	72	7	54973
PDX	72	8	58263
PDX	72	9	59377
PDX	72	10	59377
PDX	72	11	59377
PDX	72	12	59670
PDX	72	13	64641
PDX	73	1	43772
PDX	73	2	46085
PDX	73	3	51664
PDX	73	4	52667
PDX	73	5	52667
PDX	73	6	53319
PDX	73	7	54020
PDX	73	8	54036
PDX	73	9	54036
PDX	73	10	54725
PDX	73	11	58262
PDX	73	12	63151
PDX	73	13	64641
PDX	74	1	13413
PDX	74	2	14894
PDX	74	3	18291
PDX	74	4	20044
PDX	74	5	28907
PDX	74	6	55565
PDX	74	7	58771
PDX	74	8	63763
PDX	74	9	63778
PDX	74	10	64195
PDX	74	11	64641
PDX	74	12	64641
PDX	74	13	64641
PDX	75	1	17353
PDX	75	2	19479
PDX	75	3	50168
PDX	75	4	50513
PDX	75	5	55832
PDX	75	6	57250
PDX	75	7	57723
PDX	75	8	57739
PDX	75	9	58262
PDX	75	10	58262
PDX	75	11	58262
PDX	75	12	59938
PDX	75	13	64641
PDX	76	1	16250
PDX	76	2	18893
PDX	76	3	22446
PDX	76	4	28650
PDX	76	5	29337
PDX	76	6	29746
PDX	76	7	32374
PDX	76	8	39313
PDX	76	9	39313
PDX	76	10	39313
PDX	76	11	39849
PDX	76	12	64626
PDX	76	13	64641
PDX	77	1	16250
PDX	77	2	16250
PDX	77	3	28051
PDX	77	4	28972
PDX	77	5	30527
PDX	77	6	31216
PDX	77	7	33892
PDX	77	8	33907
PDX	77	9	59994
PDX	77	10	63152
PDX	77	11	63152
PDX	77	12	64229
PDX	77	13	64641
PDX	78	1	17353
PDX	78	2	17353
PDX	78	3	17353
PDX	78	4	18567
PDX	78	5	25636
PDX	78	6	28058
PDX	78	7	35809
PDX	78	8	36382
PDX	78	9	36728
PDX	78	10	62365
PDX	78	11	63135
PDX	78	12	63151
PDX	78	13	64641
PDX	79	1	80
PDX	79	2	80
PDX	79	3	17376
PDX	79	4	19499
PDX	79	5	19499
PDX	79	6	20008
PDX	79	7	20975
PDX	79	8	29720
PDX	79	9	56422
PDX	79	10	61520
PDX	79	11	61991
PDX	79	12	63573
PDX	79	13	64641
PDX	80	1	43772
PDX	80	2	43788
PDX	80	3	46670
PDX	80	4	51264
PDX	80	5	56545
PDX	80	6	56880
PDX	80	7	56880
PDX	80	8	57409
PDX	80	9	58705
PDX	80	10	58705
PDX	80	11	63487
PDX	80	12	63910
PDX	80	13	64641
PDX	81	1	13413
PDX	81	2	14941
PDX	81	3	22266
PDX	81	4	22286
PDX	81	5	24554
PDX	81	6	30871
PDX	81	7	30871
PDX	81	8	31537
PDX	81	9	38567
PDX	81	10	39542
PDX	81	11	64350
PDX	81	12	64350
PDX	81	13	64641
PDX	82	1	13413
PDX	82	2	21849
PDX	82	3	31261
PDX	82	4	58026
PDX	82	5	58913
PDX	82	6	58913
PDX	82	7	60230
PDX	82	8	60230
PDX	82	9	60245
PDX	82	10	63485
PDX	82	11	63778
PDX	82	12	64229
PDX	82	13	64641
PDX	83	1	17353
PDX	83	2	24739
PDX	83	3	24739
PDX	83	4	24739
PDX	83	5	33437
PDX	83	6	34097
PDX	83	7	60370
PDX	83	8	60678
PDX	83	9	61898
PDX	83	10	61914
PDX	83	11	62381
PDX	83	12	63151
PDX	83	13	64641
PDX	84	1	80
PDX	84	2	80
PDX	84	3	80
PDX	84	4	16270
PDX	84	5	18910
PDX	84	6	20819
PDX	84	7	27201
PDX	84	8	35326
PDX	84	9	36919
PDX	84	10	62393
PDX	84	11	63904
PDX	84	12	64195
PDX	84	13	64641
PDX	85	1	20889
PDX	85	2	22460
PDX	85	3	25852
PDX	85	4	26617
PDX	85	5	26617
PDX	85	6	26636
PDX	85	7	54056
PDX	85	8	54523
PDX	85	9	54523
PDX	85	10	55856
PDX	85	11	60998
PDX	85	12	61795
PDX	85	13	64641
PDX	86	1	20889
PDX	86	2	20889
PDX	86	3	20889
PDX	86	4	21985
PDX	86	5	22007
PDX	86	6	24701
PDX	86	7	25434
PDX	86	8	28323
PDX	86	9	55272
PDX	86	10	56143
PDX	86	11	56707
PDX	86	12	59670
PDX	86	13	64641
PDX	87	1	20889
PDX	87	2	20889
PDX	87	3	20889
PDX	87	4	28051
PDX	87	5	33437
PDX	87	6	35906
PDX	87	7	36990
PDX	87	8	37540
PDX	87	9	38987
PDX	87	10	39313
PDX	87	11	64214
PDX	87	12	64229
PDX	87	13	64641
PDX	88	1	7188
PDX	88	2	17974
PDX	88	3	20260
PDX	88	4	30415
PDX	88	5	33187
PDX	88	6	34016
PDX	88	7	37898
PDX	88	8	37898
PDX	88	9	37898
PDX	88	10	39329
PDX	88	11	39849
PDX	88	12	39864
PDX	88	13	64641
PDX	89	1	11297
PDX	89	2	13256
PDX	89	3	21265
PDX	89	4	21265
PDX	89	5	21749
PDX	89	6	28432
PDX	89	7	29746
PDX	89	8	57781
PDX	89	9	57781
PDX	89	10	58246
PDX	89	11	58262
PDX	89	12	63151
PDX	89	13	64641
PDX	90	1	9107
PDX	90	2	14255
PDX	90	3	21412
PDX	90	4	22178
PDX	90	5	22178
PDX	90	6	22200
PDX	90	7	22200
PDX	90	8	23722
PDX	90	9	31682
PDX	90	10	32028
PDX	90	11	58118
PDX	90	12	63151
PDX	90	13	64641
PDX	91	1	9107
PDX	91	2	11021
PDX	91	3	16850
PDX	91	4	26617
PDX	91	5	26617
PDX	91	6	31164
PDX	91	7	31510
PDX	91	8	31528
PDX	91	9	33144
PDX	91	10	33144
PDX	91	11	58894
PDX	91	12	59670
PDX	91	13	64641
PDX	92	1	43772
PDX	92	2	44630
PDX	92	3	44646
PDX	92	4	50354
PDX	92	5	51260
PDX	92	6	52302
PDX	92	7	53027
PDX	92	8	54725
PDX	92	9	54725
PDX	92	10	60134
PDX	92	11	61795
PDX	92	12	61795
PDX	92	13	64641
PDX	93	1	20889
PDX	93	2	22968
PDX	93	3	24283
PDX	93	4	27301
PDX	93	5	33461
PDX	93	6	34016
PDX	93	7	34031
PDX	93	8	34698
PDX	93	9	34698
PDX	93	10	60571
PDX	93	11	63573
PDX	93	12	64641
PDX	93	13	64641
PDX	94	1	9107
PDX	94	2	9107
PDX	94	3	18567
PDX	94	4	25636
PDX	94	5	25654
PDX	94	6	27201
PDX	94	7	56010
PDX	94	8	56555
PDX	94	9	56884
PDX	94	10	58262
PDX	94	11	59938
PDX	94	12	64641
PDX	94	13	64641
PDX	95	1	11297
PDX	95	2	11297
PDX	95	3	13361
PDX	95	4	18291
PDX	95	5	18311
PDX	95	6	18311
PDX	95	7	49095
PDX	95	8	54700
PDX	95	9	55580
PDX	95	10	56143
PDX	95	11	59250
PDX	95	12	59670
PDX	95	13	64641
PDX	96	1	43772
PDX	96	2	43772
PDX	96	3	43788
PDX	96	4	45058
PDX	96	5	47195
PDX	96	6	53260
PDX	96	7	53886
PDX	96	8	59080
PDX	96	9	59563
PDX	96	10	62730
PDX	96	11	64229
PDX	96	12	64641
PDX	96	13	64641
PDX	97	1	6366
PDX	97	2	18001
PDX	97	3	28972
PDX	97	4	34052
PDX	97	5	35273
PDX	97	6	35273
PDX	97	7	61236
PDX	97	8	62840
PDX	97	9	62855
PDX	97	10	63279
PDX	97	11	64350
PDX	97	12	64350
PDX	97	13	64641
PDX	98	1	0
PDX	98	2	11297
PDX	98	3	14506
PDX	98	4	22120
PDX	98	5	51679
PDX	98	6	52171
PDX	98	7	57330
PDX	98	8	57346
PDX	98	9	58919
PDX	98	10	59212
PDX	98	11	59212
PDX	98	12	64195
PDX	98	13	64641
PDX	99	1	0
PDX	99	2	16250
PDX	99	3	49535
PDX	99	4	50338
PDX	99	5	54915
PDX	99	6	55832
PDX	99	7	57250
PDX	99	8	57723
PDX	99	9	62674
PDX	99	10	63135
PDX	99	11	63135
PDX	99	12	63151
PDX	99	13	64641
PDX	100	1	20889
PDX	100	2	24714
PDX	100	3	26937
PDX	100	4	26937
PDX	100	5	31620
PDX	100	6	31638
PDX	100	7	32209
PDX	100	8	32805
PDX	100	9	32805
PDX	100	10	33144
PDX	100	11	34217
PDX	100	12	39864
PDX	100	13	64641
PDX	101	1	6366
PDX	101	2	11398
PDX	101	3	13169
PDX	101	4	20807
PDX	101	5	51082
PDX	101	6	53022
PDX	101	7	54335
PDX	101	8	59235
PDX	101	9	59655
PDX	101	10	59670
PDX	101	11	64641
PDX	101	12	64641
PDX	101	13	64641
PDX	102	1	13413
PDX	102	2	21849
PDX	102	3	23555
PDX	102	4	24570
PDX	102	5	27033
PDX	102	6	27033
PDX	102	7	31997
PDX	102	8	32012
PDX	102	9	59171
PDX	102	10	59623
PDX	102	11	59938
PDX	102	12	59938
PDX	102	13	64641
PDX	103	1	8893
PDX	103	2	15917
PDX	103	3	15917
PDX	103	4	17195
PDX	103	5	18203
PDX	103	6	25386
PDX	103	7	25401
PDX	103	8	30532
PDX	103	9	30532
PDX	103	10	37887
PDX	103	11	39328
PDX	103	12	39864
PDX	103	13	64641
PDX	104	1	8893
PDX	104	2	18893
PDX	104	3	26380
PDX	104	4	26828
PDX	104	5	35041
PDX	104	6	35629
PDX	104	7	37872
PDX	104	8	63137
PDX	104	9	63137
PDX	104	10	63152
PDX	104	11	63573
PDX	104	12	64641
PDX	104	13	64641
PDX	105	1	16250
PDX	105	2	16250
PDX	105	3	49535
PDX	105	4	50446
PDX	105	5	52947
