system	sample_1	sample_2	pearson_r
cell_line	RERF-LC-Ad1	H322	0.4727227637458203
cell_line	RERF-LC-Ad1	II-18	0.5008557939522152
cell_line	RERF-LC-Ad1	LC2/ad	0.44924381483567916
cell_line	RERF-LC-Ad1	PC-14	0.4995077339745451
cell_line	RERF-LC-Ad1	PC-9	0.6236759393017128
cell_line	RERF-LC-Ad1	RERF-LC-Ad1	1.0
cell_line	RERF-LC-Ad1	RERF-LC-Ad2	0.5220073635187539
cell_line	RERF-LC-Ad1	RERF-LC-KJ	0.4636248214181028
cell_line	RERF-LC-Ad1	RERF-LC-MS	0.4622668331479974
cell_line	RERF-LC-Ad1	VMRC-LCD	0.391968600541619
cell_line	RERF-LC-Ad2	A427	0.5552284503813293
cell_line	RERF-LC-Ad2	A549	0.47550748541530247
cell_line	RERF-LC-Ad2	ABC-1	0.6163448643442959
cell_line	RERF-LC-Ad2	H1648	0.6011243175820947
cell_line	RERF-LC-Ad2	H1650	0.5931015182518208
cell_line	RERF-LC-Ad2	H1819	0.5157694909814662
cell_line	RERF-LC-Ad2	H1975	0.47872325225256096
cell_line	RERF-LC-Ad2	H2228	0.4575978810062509
cell_line	RERF-LC-Ad2	H2347	0.48129530299903606
cell_line	RERF-LC-Ad2	H322	0.508706701295732
cell_line	RERF-LC-Ad2	II-18	0.5160681309726955
cell_line	RERF-LC-Ad2	LC2/ad	0.5325613345240713
cell_line	RERF-LC-Ad2	PC-14	0.5729607761968104
cell_line	RERF-LC-Ad2	PC-9	0.5392451259414383
cell_line	RERF-LC-Ad2	RERF-LC-Ad1	0.5220073635187539
cell_line	RERF-LC-Ad2	RERF-LC-Ad2	1.0
cell_line	RERF-LC-Ad2	RERF-LC-KJ	0.5841736867773574
cell_line	RERF-LC-Ad2	RERF-LC-MS	0.5593534593346047
cell_line	RERF-LC-Ad2	VMRC-LCD	0.47535706564758456
cell_line	RERF-LC-KJ	A427	0.5489218007747309
cell_line	RERF-LC-KJ	A549	0.5259177929371396
cell_line	RERF-LC-KJ	ABC-1	0.5616668811409001
cell_line	RERF-LC-KJ	H1648	0.5482742658267131
cell_line	RERF-LC-KJ	H1650	0.551568407433665
cell_line	RERF-LC-KJ	H1819	0.5236436984577996
cell_line	RERF-LC-KJ	H1975	0.4477393433739596
cell_line	RERF-LC-KJ	H2228	0.443258804297316
cell_line	RERF-LC-KJ	H2347	0.44153533629645714
cell_line	RERF-LC-KJ	H322	0.5175138338178442
cell_line	RERF-LC-KJ	II-18	0.5860266256017511
cell_line	RERF-LC-KJ	LC2/ad	0.508236756350007
cell_line	RERF-LC-KJ	PC-14	0.5275153547370299
cell_line	RERF-LC-KJ	PC-9	0.48268533491738164
cell_line	RERF-LC-KJ	RERF-LC-Ad1	0.4636248214181028
cell_line	RERF-LC-KJ	RERF-LC-Ad2	0.5841736867773574
cell_line	RERF-LC-KJ	RERF-LC-KJ	1.0
cell_line	RERF-LC-KJ	RERF-LC-MS	0.5752790679486877
cell_line	RERF-LC-KJ	VMRC-LCD	0.5156523752954403
cell_line	RERF-LC-MS	A427	0.7365035589872055
cell_line	RERF-LC-MS	A549	0.6167761336822764
cell_line	RERF-LC-MS	ABC-1	0.5332590312092239
cell_line	RERF-LC-MS	H1648	0.553010688250478
cell_line	RERF-LC-MS	H1650	0.5485288726653894
cell_line	RERF-LC-MS	H1819	0.5484218629536923
cell_line	RERF-LC-MS	H1975	0.469967325327779
cell_line	RERF-LC-MS	H2228	0.4557863814594805
cell_line	RERF-LC-MS	H2347	0.4671234735428913
cell_line	RERF-LC-MS	H322	0.43776921958016235
cell_line	RERF-LC-MS	II-18	0.5800636138640124
cell_line	RERF-LC-MS	LC2/ad	0.47067464461724895
cell_line	RERF-LC-MS	PC-14	0.6667926955546389
cell_line	RERF-LC-MS	PC-9	0.3847068792651552
cell_line	RERF-LC-MS	RERF-LC-Ad1	0.4622668331479973
cell_line	RERF-LC-MS	RERF-LC-Ad2	0.5593534593346047
cell_line	RERF-LC-MS	RERF-LC-KJ	0.5752790679486877
cell_line	RERF-LC-MS	RERF-LC-MS	1.0
cell_line	RERF-LC-MS	VMRC-LCD	0.6675739788082957
cell_line	VMRC-LCD	A427	0.6527395325862337
cell_line	VMRC-LCD	A549	0.5383029213471168
cell_line	VMRC-LCD	ABC-1	0.49787777081670553
cell_line	VMRC-LCD	H1648	0.5091637359208537
cell_line	VMRC-LCD	H1650	0.4645478082753862
cell_line	VMRC-LCD	H1819	0.5116646365471443
cell_line	VMRC-LCD	H1975	0.3689849367729357
cell_line	VMRC-LCD	H2228	0.3777695062475939
cell_line	VMRC-LCD	H2347	0.3907560173751438
cell_line	VMRC-LCD	H322	0.3820594455651098
cell_line	VMRC-LCD	II-18	0.5472702285385498
cell_line	VMRC-LCD	LC2/ad	0.45660845519769233
cell_line	VMRC-LCD	PC-14	0.5511810311494286
cell_line	VMRC-LCD	PC-9	0.3240766107587438
cell_line	VMRC-LCD	RERF-LC-Ad1	0.391968600541619
cell_line	VMRC-LCD	RERF-LC-Ad2	0.47535706564758456
cell_line	VMRC-LCD	RERF-LC-KJ	0.5156523752954403
cell_line	VMRC-LCD	RERF-LC-MS	0.6675739788082956
cell_line	VMRC-LCD	VMRC-LCD	0.9999999999999998
