analysis_definition	system	sample_id	TF	promoter_accessible
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MEF2D	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MEIS3P1	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MEIS3P2	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MESP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MITF	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MLLT3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MLLT6	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MSANTD1	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MXD4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MYRF	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	MYRFL	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NANOGP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NCOA7	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NEUROG3	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NFATC2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NFATC4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NFE2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NKX2-1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NOTO	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NR0B2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NR1H4	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NR2F1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NR2F6	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	NR3C2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	OLIG1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ONECUT1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	PHC2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	POU1F1	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	PPARGC1A	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	PRDM16	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	PRDM8	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	RARA	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	RORB	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	RORC	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	SAMD11	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	SMAD6	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	SMAD7	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	SP110	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	SP5	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	SPDEF	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	TBX15	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	TBX4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	TBXT	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	TCF21	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	TFCP2L1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	TOX3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	TP53INP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	VDR	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	VENTX	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	VSX1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	WTIP	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	WWC1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	WWC2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	XBP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZBTB10	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZBTB16	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZBTB18	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZBTB42	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZBTB46	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZFHX2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZFP2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZFP57	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZMYND15	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF117	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF141	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF19	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF214	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF239	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF254	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF281	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF33A	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF33B	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF341	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF382	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF396	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF429	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF441	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF444	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF467	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF483	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF486	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF493	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF540	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF541	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF597	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF608	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF620	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF662	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF671	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF678	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF681	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF69	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF710	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF717	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF737	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF75D	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF763	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF792	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF835	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF852	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZNF860	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-MP-A4TF	ZSCAN16	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ABHD14B	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ABRA	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	APBB1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ARX	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ASCL5	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ATOH8	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	BATF3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	BCLAF3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	CIITA	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	CREB3L2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	CREBRF	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	CRY2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	CSRNP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	DMRTC2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	DRGX	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	E2F5	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ELF3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ELF5	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	EPAS1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ESR1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ETV1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	FOXA1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	FOXA2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	FOXA3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	FOXD2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	FOXP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	FOXP4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	GATA5	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	GATA6	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	GCM1	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	GLIS3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	HNF1A	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	HNF1B	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	HNF4G	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	HOPX	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	HOXD1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	IKZF4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	IL4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	INSM2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	IRF7	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	IRX3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	JADE1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	KANK2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	KAT2B	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	KLF2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	KLF9	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	LHX9	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	LIMD1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	LMO3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	LPIN2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	LYL1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MAGEC3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MAGED2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MAGEE2	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MDFIC	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MEF2C	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MEF2D	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MEIS3P1	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MEIS3P2	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MESP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MITF	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MLLT3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MLLT6	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MSANTD1	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MXD4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MYRF	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	MYRFL	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NANOGP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NCOA7	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NEUROG3	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NFATC2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NFATC4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NFE2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NKX2-1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NOTO	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NR0B2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NR1H4	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NR2F1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NR2F6	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	NR3C2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	OLIG1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ONECUT1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	PHC2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	POU1F1	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	PPARGC1A	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	PRDM16	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	PRDM8	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	RARA	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	RORB	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	RORC	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	SAMD11	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	SMAD6	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	SMAD7	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	SP110	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	SP5	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	SPDEF	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	TBX15	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	TBX4	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	TBXT	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	TCF21	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	TFCP2L1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	TOX3	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	TP53INP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	VDR	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	VENTX	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	VSX1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	WTIP	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	WWC1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	WWC2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	XBP1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZBTB10	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZBTB16	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZBTB18	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZBTB42	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZBTB46	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZFHX2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZFP2	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZFP57	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZMYND15	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF117	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF141	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF19	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF214	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF239	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF254	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF281	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF33A	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF33B	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF341	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF382	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF396	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF429	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF441	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF444	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF467	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF483	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF486	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF493	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF540	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF541	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF597	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF608	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF620	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF662	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF671	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF678	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF681	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF69	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF710	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF717	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF737	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF75D	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF763	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF792	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF835	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF852	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZNF860	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	patient	TCGA-NJ-A4YG	ZSCAN16	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	PDX	MGH10022	ABHD14B	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	PDX	MGH10022	ABRA	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	PDX	MGH10022	APBB1	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	PDX	MGH10022	ARX	TRUE
SENS_anchor_promoter_tcga_cpm0.5_both	PDX	MGH10022	ASCL5	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	PDX	MGH10022	ATOH8	FALSE
SENS_anchor_promoter_tcga_cpm0.5_both	PDX	MGH10022	BATF3	TRUE
