dataset	source_drug_id	drug_name	canonical_drug	pubchem_cid	inchikey	target	pathway_or_moa
CTRPv2	Nelarabine	Nelarabine	CID:3011155	3011155	IXOXBSCIXZEQEQ-UHTZMRCNSA-N	POLA1	deoxyguanosine analog; inhibitor of DNA synthesis
CTRPv2	Neopeltolide	Neopeltolide	CID:23661650	23661650	YRSJLYCTJWNTMF-KXXBBFITSA-N		inhibitor of cellular respiration
CTRPv2	Neratinib	Neratinib	CID:9915743	9915743	JWNPDZNEKVCWMY-VQHVLOKHSA-N	EGFR;ERBB2	inhibitor of EGFR and HER2
CTRPv2	Niclosamide	Niclosamide	CID:4477	4477	RJMUSRYZPJIFPJ-UHFFFAOYSA-N	STAT3	inhibitor of STAT3 signaling
CTRPv2	Nilotinib	Nilotinib	CID:644241	644241	HHZIURLSWUIHRB-UHFFFAOYSA-N	ABL1;BCR;KIT	inhibitor of ABL1, BCR, and c-KIT
CTRPv2	Nintedanib	Nintedanib	CID:135423438	135423438	CPMDPSXJELVGJG-UHFFFAOYSA-N	FGFR1;FGFR2;FGFR3;FLT1;FLT3;KDR;PDGFRA;PDGFRB	inhibitor of c-KIT, VEGFRs, PDGFRs, and FGFRs
CTRPv2	NPC-26	NPC-26	NAME:NPC26				induces cell death through a non-apoptotic, mitochondrial-dependent mechanism
CTRPv2	NSC 74859	NSC 74859	CID:252682	252682		STAT3	inhibitor of STAT3
CTRPv2	NSC19630	NSC19630	CID:227681	227681	YXEWPGYLMHXLPS-UHFFFAOYSA-N	WRN	inhibitor of Werner syndrome helicase activity
CTRPv2	NSC23766	NSC23766	CID:409805	409805	DEFBCZWQLILOJF-UHFFFAOYSA-N	RAC1;TIAM1;TRIO	inhibitor of RAC1-GEF interaction; prevents Rac1 activation by Rac-specific guanine nucleotide exchange factors (GEFs) TrioN and Tiam1
CTRPv2	NSC30930	NSC30930	CID:81146	81146	MVCLSAMNMAWXFQ-UHFFFAOYSA-N	SRD5A2	inhibitor of steroid 5-alpha reductase
CTRPv2	NSC48300	NSC48300	CID:241158	241158	LONYFCOVHHQLGM-UHFFFAOYSA-N	TASP1	inhibitor of threonine endopeptidase taspase 1
CTRPv2	NSC632839	NSC632839	CID:5351362	5351362	ZOKZLTXPTLIWOJ-BYCVLTJGSA-N	USP13;USP5	inhibitor of ubiquitin isopeptidase
CTRPv2	NSC95397	NSC95397	CID:262093	262093	MAASHDQFQDDECQ-UHFFFAOYSA-N	CDC25A;CDC25B;CDC25C	inhibitor of cell division cycle 25 phosphatase (CDC25)
CTRPv2	Nutlin-3	Nutlin-3	CID:216345	216345	BDUHCSBCVGXTJM-UHFFFAOYSA-N	MDM2	inhibitor of p53-MDM2 interaction
CTRPv2	NVP-231	NVP-231	CID:4096211	4096211		CERK	inhibitor of ceramide kinase
CTRPv2	NVP-ADW742	NVP-ADW742	CID:9825149	9825149		IGF1R	inhibitor of insulin-like growth factor 1 receptor
CTRPv2	NVP-BSK805	NVP-BSK805	CID:46398810	46398810		JAK2	inhibitor of Janus kinase 2
CTRPv2	Nvp-tae 684	Nvp-tae 684	CID:16038120	16038120	QQWUGDVOUVUTOY-UHFFFAOYSA-N	ALK	inhibitor of ALK and ALK-NPM fusion protein
CTRPv2	o6-Benzylguanine	o6-Benzylguanine	CID:4578	4578	KRWMERLEINMZFT-UHFFFAOYSA-N	MGMT	inhibitor of O(6)-alkylguanine DNA alkyltransferases
CTRPv2	Obatoclax	Obatoclax	CID:16681698	16681698		BCL2;BCL2L1;MCL1	inhibitor of MCL1, BCL2, and BCL-xL
CTRPv2	Olaparib	Olaparib	CID:23725625	23725625	FDLYAMZZIXQODN-UHFFFAOYSA-N	PARP1;PARP2	inhibitor of poly (ADP-ribose) polymerase 1 and 2
CTRPv2	Oligomycin A	Oligomycin A	CID:5472285	5472285	MNULEGDCPYONBU-QECWTJOCSA-N	ATP5L2	inhibitor of mitochondrial ATP synthase
CTRPv2	Omacetaxine mepesuccinate	Omacetaxine mepesuccinate	NAME:O				inhibitor of protein translation by preventing protein elongation
CTRPv2	Onalespib	Onalespib	CID:11955716	11955716		HSP90AA1	inhibitor of HSP90
CTRPv2	Osi-027	Osi-027	CID:44224160	44224160		MTOR	inhibitor of mTORC1 and mTORC2
CTRPv2	Osi-930	Osi-930	CID:9868037	9868037		KDR;KIT	inhibitor of c-KIT and VEGFR2
CTRPv2	Ouabain	Ouabain	CID:439501	439501	LPMXVESGRSUGHW-HBYQJFLCSA-N	ATP1A1;ATP1A2;ATP1A3;ATP1A4;ATP1B1;ATP1B2;ATP1B3;ATP1B4	cardiac glycoside; inhibitor of the Na+/K+-ATPase
CTRPv2	Oxaliplatin	Oxaliplatin	CID:24197464	24197464	PCRKGXHIGVOZKB-BNTLRKBRSA-L		DNA alkylator; organoplatinum reagent
CTRPv2	Pac-1	Pac-1	CID:6851947	6851947		CASP3	activator of procaspase-3
CTRPv2	Paclitaxel	Paclitaxel	CID:36314	36314	RCINICONZNJXQF-MZXODVADSA-N		inhibitor of microtubule assembly
CTRPv2	Palmostatin B	Palmostatin B	CID:45100481	45100481		LYPLA1	inhibitor of acyl-protein thioesterase 1
CTRPv2	Pandacostat	Pandacostat	CID:44543714	44543714	DQNFQTHSDKXSEE-YWSGDMFXSA-N	HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8
CTRPv2	Panobinostat	Panobinostat	CID:6918837	6918837	FPOHNWQLNRZRFC-ZHACJKMWSA-N	HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8
CTRPv2	Parbendazole	Parbendazole	CID:26596	26596	YRWLZFXJFBZBEY-UHFFFAOYSA-N		inhibitor of microtubule assembly
CTRPv2	Pazopanib	Pazopanib	CID:11525740	11525740	MQHIQUBXFFAOMK-UHFFFAOYSA-N	FLT1;FLT3;KDR;KIT;PDGFRB	inhibitor of VEGFRs, c-KIT, and PDGFRB
CTRPv2	PD 153035	PD 153035	CID:4705	4705		EGFR	inhibitor of EGFR
CTRPv2	PD318088	PD318088	CID:10231331	10231331		MAP2K1;MAP2K2	inhibitor of MEK1 and MEK2
CTRPv2	PDMP	PDMP	CID:114736	114736	XYHOHWPFEWJKOG-UHFFFAOYSA-N	UGCG	inhibitor of ceramide glucosyltransferase
CTRPv2	Pevonedistat	Pevonedistat	CID:71729979	71729979	MPUQHZXIXSTTDU-ZIODWWTISA-N	NAE1	inhibitor of Nedd-8 activating enzyme
CTRPv2	PF 4800567 Hydrochloride	PF 4800567 Hydrochloride	CID:71751553	71751553		CSNK1D;CSNK1E	inhibitor of casein kinase isoforms delta and epsilon
CTRPv2	PF-03758309	PF-03758309	CID:25227462	25227462		PAK4	inhibitor of serine/threonine p21-activating kinase 4
CTRPv2	PF-184	PF-184	NAME:PF184			IKBKB	inhibitor of IKK-2
CTRPv2	PF-543	PF-543	CID:66577038	66577038		SPHK1	inhibitor of sphingosine kinase-1
CTRPv2	PF-573228	PF-573228	CID:11612883	11612883		PTK2	inhibitor of focal adhesion kinase
CTRPv2	PF-750	PF-750	CID:25154868	25154868	BIODYGOZWZNCAG-UHFFFAOYSA-N	FAAH	inhibitor of fatty acid amide hydrolase
CTRPv2	Pha-793887	Pha-793887	CID:46191454	46191454		CDK1;CDK2;CDK4;CDK5;CDK7;CDK9	inhibitor of cyclin-dependent kinases
CTRPv2	Phloretin	Phloretin	CID:24135	24135	GKSGTWUNURZTKD-UHFFFAOYSA-N	SLC5A1	natural product; inhibitor of glucose uptake
CTRPv2	PI-103	PI-103	CID:9884685	9884685	TUVCWJQQGGETHL-UHFFFAOYSA-N	MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PRKDC	inhibitor of DNA-PK, PI3K p110 delta, mTORC1, and catalytic subunits of PI3K
CTRPv2	Pictilisib	Pictilisib	CID:17755052	17755052	LHNIIDJUOCFXAP-UHFFFAOYSA-N	PIK3CA;PIK3CB;PIK3CD;PIK3CG	inhibitor of PI3K kinase activity
CTRPv2	pifithrin-alpha	pifithrin-alpha	CID:57458948	57458948	HAGVCKULCLQGRF-UHFFFAOYSA-N		inhibitor of p53-dependent signaling
CTRPv2	pifithrin-mu	pifithrin-mu	CID:327653	327653	ZZUZYEMRHCMVTB-UHFFFAOYSA-N	HSPA1A;HSPA1B;HSPA1L;TP53	inhibitor of p53 binding to mitochondria; inhibitor of HSP70
CTRPv2	PIK-93	PIK-93	CID:6852167	6852167		PIK3CG	inhibitor of PI3K catalytic subunit gamma
CTRPv2	Piperlongumine	Piperlongumine	CID:637858	637858	VABYUUZNAVQNPG-BQYQJAHWSA-N		natural product; modulator of ROS levels
CTRPv2	piperlongumine:MST-312 (1:1 mol/mol)	piperlongumine:MST-312 (1:1 mol/mol)	NAME:MST31211			TERT	natural product; modulator of ROS levels;inhibitor of telomerase reverse transcriptase
CTRPv2	pitstop2	pitstop2	NAME:2			CLTA;CLTB;CLTC;CLTCL1	inhibitor of clathrin and clathrin-independent endocytosis
CTRPv2	PL-DI	PL-DI	CID:3035652	3035652	JBBYCBXVYZDRPE-PSXMRANNSA-N		dimer of piperlongumine; inducer of ROS
CTRPv2	Platinum	Platinum	CID:23939	23939			DNA alkylator; organoplatinum reagent
CTRPv2	Pluripotin	Pluripotin	CID:12003241	12003241		MAPK1;RASAL1	promoter of embryonic stem cell self-renewal; inhibitor of Ras-GAP and ERK
CTRPv2	PLX4720	PLX4720	CID:24180719	24180719	YZDJQTHVDDOVHR-UHFFFAOYSA-N	BRAF	inhibitor of BRAF
CTRPv2	Prima-1	Prima-1	CID:322968	322968	RFBVBRVVOPAAFS-UHFFFAOYSA-N	TP53	re-activator of the pro-apoptotic activity of mutant p53
CTRPv2	PRIMA-1-Met	PRIMA-1-Met	CID:52918385	52918385	BGBNULCRKBVAKL-UHFFFAOYSA-N	TP53	re-activator of the pro-apoptotic activity of mutant p53
CTRPv2	PRL-3 Inhibitor I	PRL-3 Inhibitor I	CID:11983303	11983303		PTP4A3	inhibitor of phosphatase of regenerating liver-3 (PRL3)
CTRPv2	Procarbazine	Procarbazine	CID:4915	4915	CPTBDICYNRMXFX-UHFFFAOYSA-N		inducer of DNA damage
CTRPv2	Prochlorperazine	Prochlorperazine	CID:4917	4917	WIKYUJGCLQQFNW-UHFFFAOYSA-N	DRD2	inhibitor of dopamine receptor D2
CTRPv2	Purmorphamine	Purmorphamine	CID:5284329	5284329	FYBHCRQFSFYWPY-UHFFFAOYSA-N	SMO	activator of smoothened receptor
CTRPv2	PX-12	PX-12	CID:219104	219104	BPBPYQWMFCTCNG-UHFFFAOYSA-N	TXN	inhibitor of thioredoxin-1
CTRPv2	Pyr-41	Pyr-41	CID:5335621	5335621	ARGIPZKQJGFSGQ-LCYFTJDESA-N	UBA1	inhibitor of ubiquitin-activating enzyme in cells
CTRPv2	QS11	QS11	CID:42623900	42623900	DOKZLKDGUQWMSX-HKBQPEDESA-N	ARFGAP1	inhibitor of GTPase activating protein of ARF 1 (ARFGAP1)
CTRPv2	Quizartinib	Quizartinib	CID:24889392	24889392		FLT3	inhibtor of VEGFR3
CTRPv2	QW-BI-011	QW-BI-011	NAME:QWBI011			EHMT2	inhibitor of G9a histone methyltransferase
CTRPv2	R406 (Free base)	R406 (Free base)	CID:11213558	11213558	NHHQJBCNYHBUSI-UHFFFAOYSA-N	SYK	inhibitor of spleen tyrosine kinase
CTRPv2	RAD51 inhibitor B02	RAD51 inhibitor B02	CID:66545744	66545744	STUBOTPNCNDBOA-ROUUACIJSA-N	RAD51	inhibitor of RAD51
CTRPv2	Raf265(chir-265)	Raf265(chir-265)	CID:11656518	11656518	YABJJWZLRMPFSI-UHFFFAOYSA-N	BRAF;KDR	ihibitor of VEGFR2 and BRAF
CTRPv2	Regorafenib	Regorafenib	CID:11167602	11167602		BRAF;KDR;KIT;RET	inhibitor of BRAF, RET, KIT, and VEGFR2
CTRPv2	Repligen 136	Repligen 136	NAME:R136			HDAC3	inhibitor of HDAC3
CTRPv2	Rigosertib	Rigosertib	CID:6918736	6918736		PIK3CA;PIK3CB;PLK1	inhibitor of polo-like kinase 1; inhibitor of PI3K catalytic subunits alpha and beta
CTRPv2	Rita	Rita	CID:374536	374536	KZENBFUSKMWCJF-UHFFFAOYSA-N	MDM2;TP53	inhibitor of p53-MDM2 interaction
CTRPv2	RO4929097	RO4929097	CID:49867930	49867930		APH1A;NCSTN;PSEN1;PSENEN	inhibitor of gamma-secretase
CTRPv2	Ruxolitinib	Ruxolitinib	CID:25126798	25126798		JAK1;JAK2	inhibitor of Janus kinases 1 and 2
CTRPv2	salermide	salermide	CID:53393948	53393948	UADRPWLRVLBVBC-UHFFFAOYSA-N	SIRT1;SIRT2	inhibitor of sirtuin 1 and sirtuin 2
CTRPv2	salermide:PLX-4032 (12:1 mol/mol)	salermide:PLX-4032 (12:1 mol/mol)	NAME:PLX4032121			SIRT1;SIRT2;BRAF	inhibitor of sirtuin 1 and sirtuin 2;inhibitor of BRAF
CTRPv2	Saracatinib	Saracatinib	CID:10302451	10302451	OUKYUETWWIPKQR-UHFFFAOYSA-N	ABL1;SRC	inhibitor of SRC and ABL1
CTRPv2	SB-225002	SB-225002	CID:3854666	3854666	MQBZVUNNWUIPMK-UHFFFAOYSA-N	CXCR2	inhibitor of chemokine receptor 2
CTRPv2	SB-431542	SB-431542	CID:4521392	4521392		TGFBR1	inhibitor of the transforming growth factor beta type 1 receptor
CTRPv2	SB-525334	SB-525334	CID:9967941	9967941		TGFBR1	inhibitor of the transforming growth factor beta type 1 receptor
CTRPv2	SB-743921	SB-743921	CID:9936388	9936388		KIF11	inhibitor of kinesin 11
CTRPv2	SCH-529074	SCH-529074	CID:12001922	12001922	NCAJLQDPTZBGJV-UHFFFAOYSA-N	TP53	activator of mutant p53
CTRPv2	SCH-79797	SCH-79797	CID:45073452	45073452	NNJTXSQXGHYXAJ-UHFFFAOYSA-N	F2R	antagonist of proteinase-activated receptor 1 (PAR1)
CTRPv2	Selumetinib	Selumetinib	CID:10127622	10127622	CYOHGALHFOKKQC-UHFFFAOYSA-N	MAP2K1;MAP2K2	inhibitor of MEK1 and MEK2
CTRPv2	selumetinib:BRD-A02303741 (4:1 mol/mol)	selumetinib:BRD-A02303741 (4:1 mol/mol)	NAME:BRDA0230374141			MAP2K1;MAP2K2;DOT1L	inhibitor of MEK1 and MEK2;inhibitor of histone methyltransferases
CTRPv2	selumetinib:decitabine (4:1 mol/mol)	selumetinib:decitabine (4:1 mol/mol)	NAME:41			MAP2K1;MAP2K2;DNMT1	inhibitor of MEK1 and MEK2;inhibitor of DNA methyltransferase
CTRPv2	selumetinib:GDC-0941 (4:1 mol/mol)	selumetinib:GDC-0941 (4:1 mol/mol)	NAME:GDC094141			MAP2K1;MAP2K2;PIK3CA;PIK3CB;PIK3CD;PIK3CG	inhibitor of MEK1 and MEK2;inhibitor of PI3K kinase activity
CTRPv2	selumetinib:JQ-1 (4:1 mol/mol)	selumetinib:JQ-1 (4:1 mol/mol)	NAME:JQ141			MAP2K1;MAP2K2;BRDT	inhibitor of MEK1 and MEK2;inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins
CTRPv2	selumetinib:MK-2206 (8:1 mol/mol)	selumetinib:MK-2206 (8:1 mol/mol)	NAME:MK220681			MAP2K1;MAP2K2;AKT1	inhibitor of MEK1 and MEK2;inhibitor of AKT1
CTRPv2	selumetinib:navitoclax (8:1 mol/mol)	selumetinib:navitoclax (8:1 mol/mol)	NAME:81			MAP2K1;MAP2K2;BCL2;BCL2L1;BCL2L2	inhibitor of MEK1 and MEK2;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	selumetinib:piperlongumine (8:1 mol/mol)	selumetinib:piperlongumine (8:1 mol/mol)	NAME:81			MAP2K1;MAP2K2	inhibitor of MEK1 and MEK2;natural product; modulator of ROS levels
CTRPv2	selumetinib:PLX-4032 (8:1 mol/mol)	selumetinib:PLX-4032 (8:1 mol/mol)	NAME:PLX403281			MAP2K1;MAP2K2;BRAF	inhibitor of MEK1 and MEK2;inhibitor of BRAF
CTRPv2	selumetinib:tretinoin (2:1 mol/mol)	selumetinib:tretinoin (2:1 mol/mol)	NAME:21			MAP2K1;MAP2K2;RARA;RARB;RARG	inhibitor of MEK1 and MEK2;agonist of retinoid acid receptors
CTRPv2	selumetinib:UNC0638 (4:1 mol/mol)	selumetinib:UNC0638 (4:1 mol/mol)	NAME:UNC063841			MAP2K1;MAP2K2;EHMT1;EHMT2	inhibitor of MEK1 and MEK2;inhibitor of EHMT2 and GLP methyltransferase
CTRPv2	selumetinib:vorinostat (8:1 mol/mol)	selumetinib:vorinostat (8:1 mol/mol)	NAME:81			MAP2K1;MAP2K2;HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of MEK1 and MEK2;inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8
CTRPv2	Semagacestat	Semagacestat	CID:9843750	9843750		APH1A;NCSTN;PSEN1;PSENEN	inhibitor of gamma-secretase
CTRPv2	Sepantronium bromide	Sepantronium bromide	CID:11178236	11178236	QBIYUDDJPRGKNJ-UHFFFAOYSA-M	BIRC5	inhibitor of survivin expression
CTRPv2	Serdemetan	Serdemetan	CID:11609586	11609586	CEGSUKYESLWKJP-UHFFFAOYSA-N	MDM2	inhibitor of MDM2
CTRPv2	serdemetan:SCH-529074 (1:1 mol/mol)	serdemetan:SCH-529074 (1:1 mol/mol)	NAME:SCH52907411			MDM2;TP53	inhibitor of MDM2;activator of mutant p53
CTRPv2	Sgx-523	Sgx-523	CID:24779724	24779724		MET	inhibitor of MET
CTRPv2	SID 26681509	SID 26681509	CID:16725315	16725315		CTSL1	inhibitor of cathepsin L
CTRPv2	Sildenafil	Sildenafil	CID:5212	5212	BNRNXUUZRGQAQC-UHFFFAOYSA-N	PDE5A	inhibitor of phosphodiesterase 5A
CTRPv2	Silmitasertib	Silmitasertib	CID:24748573	24748573		CSNK2A1;CSNK2A2	inhibitor of casein kinase 2
CTRPv2	Simvastatin	Simvastatin	CID:54454	54454	RYMZZMVNJRMUDD-HGQWONQESA-N	HMGCR	inhibitor of HMG-CoA reductase
CTRPv2	Sirolimus	Sirolimus	CID:5284616	5284616	QFJCIRLUMZQUOT-HPLJOQBZSA-N	MTOR	inhibitor of mTOR
CTRPv2	sirolimus:bortezomib (250:1 mol/mol)	sirolimus:bortezomib (250:1 mol/mol)	NAME:2501			MTOR;PSMB1;PSMB2;PSMB5;PSMD1;PSMD2	inhibitor of mTOR;inhibitor of 26S proteasome
CTRPv2	Sitagliptin	Sitagliptin	CID:4369359	4369359		DPP4	inhibitor of dipetidyl peptidase-4
CTRPv2	SJ-172550	SJ-172550	CID:1317464	1317464	RKKFQJXGAQWHBZ-LICLKQGHSA-N	MDM2;TP53	inhibitor of p53-MDM2 interaction
CTRPv2	Skepinone-L	Skepinone-L	CID:45279963	45279963		MAPK14	inhibitor of p38 MAPK
CTRPv2	SKI-II	SKI-II	CID:753704	753704	ZFGXZJKLOFCECI-UHFFFAOYSA-N	SPHK1	inhibitor of sphingosine kinase 1
CTRPv2	SMER-3	SMER-3	CID:568763	568763		CUL1;SKP1	inhibitor of E3-ubiquitin ligase
CTRPv2	SN-38	SN-38	CID:104842	104842	FJHBVJOVLFPMQE-QFIPXVFZSA-N	TOP1	metabolite of irinotecan; inhibitor of topoisomerase I
CTRPv2	SNS-032	SNS-032	CID:3025986	3025986		CDK16;CDK17;CDK2;CDK7;CDK9;CDKL5	inhibitor of cyclin-dependent kinases
CTRPv2	Snx-2112	Snx-2112	CID:24772860	24772860	ZFVRYNYOPQZKDG-UHFFFAOYSA-N	HSP90AA1;HSP90B1	inhibitor of HSP90alpha and HSP90beta
CTRPv2	SNX-2112:bortezomib (250:1 mol/mol)	SNX-2112:bortezomib (250:1 mol/mol)	NAME:SNX21122501			HSP90AA1;HSP90B1;PSMB1;PSMB2;PSMB5;PSMD1;PSMD2	inhibitor of HSP90alpha and HSP90beta;inhibitor of 26S proteasome
CTRPv2	Sonidegib	Sonidegib	CID:24775005	24775005			screening hit
CTRPv2	Sorafenib	Sorafenib	CID:216239	216239	MLDQJTXFUGDVEO-UHFFFAOYSA-N	BRAF;FLT3;KDR;RAF1	inhibitor of BRAF, CRAF, and VEGFR2
CTRPv2	Sotrastaurin	Sotrastaurin	CID:10296883	10296883		PRKCB	inhibitor of protein kinase C beta
CTRPv2	spautin-1	spautin-1	CID:51037431	51037431		USP10;USP13	inhibitor of the deubiquitinase activity of USP13 and USP10
CTRPv2	SR-II-138A	SR-II-138A	NAME:SRII138A			EIF4A2;EIF4E;EIF4G1	silvestrol analog; inhibits translation by modulating the eIF4F complex
CTRPv2	SR1001	SR1001	CID:44241473	44241473		RORA;RORC	synthetic ROR ligand; suppressor of TH17 differentiation
CTRPv2	SR8278	SR8278	CID:53393127	53393127		NR1D1	antagonist of Rev-ErbAalpha
CTRPv2	SRT-1720	SRT-1720	CID:24180125	24180125		SIRT1	activator of sirtuin-1
CTRPv2	Staurosporine	Staurosporine	CID:44259	44259	HKSZLNNOFSGOKW-FYTWVXJKSA-N		inhibitor of multiple kinases
CTRPv2	StemRegenin 1	StemRegenin 1	CID:46199207	46199207		AHR	inhibitor of aryl hydrocarbon receptor
CTRPv2	STF-31	STF-31	CID:984333	984333		NAMPT	inhibitor of nicotinamide phosphoribosyltransferase
CTRPv2	Sunitinib	Sunitinib	CID:5329102	5329102	WINHZLLDWRZWRT-ATVHPVEESA-N	FLT1;FLT3;KDR;KIT;PDGFRA;PDGFRB	inhibitor of VEGFRs, c-KIT, and PDGFR alpha and beta
CTRPv2	SZ4TA2	SZ4TA2	CID:11657048	11657048		BCL2L1	inhibitor of BCL-xL
CTRPv2	Tacedinaline	Tacedinaline	CID:2746	2746		HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8
CTRPv2	Tacrolimus	Tacrolimus	CID:445643	445643	QJJXYPPXXYFBGM-LFZNUXCKSA-N	PPP3CA;PPP3CB;PPP3CC;PPP3R1;PPP3R2	inhibitor of calcineurin
CTRPv2	Tamoxifen	Tamoxifen	CID:25010734	25010734	FQZYTYWMLGAPFJ-OQKDUQJOSA-N	ESR1;ESR2	modulator of estrogen receptors
CTRPv2	Tandutinib	Tandutinib	CID:3038522	3038522		FLT3;KIT	inhibitor of c-KIT and VEGFR3
CTRPv2	Tanespimycin	Tanespimycin	CID:6505803	6505803	AYUNIORJHRXIBJ-TXHRRWQRSA-N	HSP90AA1	inhibitor of HSP90
CTRPv2	tanespimycin:bortezomib (250:1 mol/mol)	tanespimycin:bortezomib (250:1 mol/mol)	NAME:2501			HSP90AA1;PSMB1;PSMB2;PSMB5;PSMD1;PSMD2	inhibitor of HSP90;inhibitor of 26S proteasome
CTRPv2	tanespimycin:gemcitabine (1:1 mol/mol)	tanespimycin:gemcitabine (1:1 mol/mol)	NAME:11			HSP90AA1;CMPK1;RRM1;TYMS	inhibitor of HSP90;inhibitor of DNA replication; inhibitor of ribonucleotide reductase, thymidylate synthetase, and cytidine monophosphate (UMP-CMP) kinase 
CTRPv2	Telomerase Inhibitor IX	Telomerase Inhibitor IX	CID:10385095	10385095	MIQUEZGHEJGPJB-UHFFFAOYSA-N	TERT	inhibitor of telomerase reverse transcriptase
CTRPv2	Temozolomide	Temozolomide	CID:5394	5394	BPEGJWRSRHCHSN-UHFFFAOYSA-N		DNA alkylator
CTRPv2	Temsirolimus	Temsirolimus	CID:6918289	6918289	CBPNZQVSJQDFBE-FUXHJELOSA-N	MTOR	inhibitor of mTOR
CTRPv2	Teniposide	Teniposide	CID:452548	452548	NRUKOCRGYNPUPR-QBPJDGROSA-N	TOP2A;TOP2B	inhibitor of topoisomerase II
CTRPv2	TG-100-115	TG-100-115	CID:10427712	10427712		PIK3CD;PIK3CG	inhibitor of PI3K catalytic subunits delta and gamma
CTRPv2	TGX221	TGX221	CID:9907093	9907093	CPRAGQJXBLMUEL-UHFFFAOYSA-N	PIK3CB	inhibitor of PI3K catalytic subunit beta
CTRPv2	Thalidomide	Thalidomide	CID:5426	5426	UEJJHQNACJXSKW-UHFFFAOYSA-N	CRBN	immunomodulatory drug; binder of cereblon
CTRPv2	Tigecycline	Tigecycline	CID:54686904	54686904			analog of tetracycline
CTRPv2	Tipifarnib	Tipifarnib	CID:159324	159324	PLHJCIYEEKOWNM-HHHXNRCGSA-N	FNTA	inhibitor of farnesyltransferase
CTRPv2	Tivantinib	Tivantinib	CID:11494412	11494412		MET	inhibitor of MET; inhibitor of microtubule assembly
CTRPv2	Tivozanib	Tivozanib	CID:9911830	9911830	SPMVMDHWKHCIDT-UHFFFAOYSA-N	FLT1;FLT3;KDR	inhibitor of VEGFRs
CTRPv2	Topotecan	Topotecan	CID:11972519	11972519	DGHHQBMTXTWTJV-BQAIUKQQSA-N	TOP1	inhibitor of topoisomerase I
CTRPv2	Tosedostat	Tosedostat	CID:15547703	15547703	FWFGIHPGRQZWIW-SQNIBIBYSA-N	ANPEP;LAP3;NPEPPS	inhibitor of leucine aminopeptidase 3 (LAP), puromycin-sensitive aminopeptidase (PuSA), and aminopeptidase N
CTRPv2	Tozasertib	Tozasertib	CID:5494449	5494449	GCIKSSRWRFVXBI-UHFFFAOYSA-N	AURKA;AURKB;AURKC	inhibitor of aurora kinases
CTRPv2	TPCA-1	TPCA-1	CID:9903786	9903786		IKBKB	inhibitor of IKK-2
CTRPv2	Trametinib	Trametinib	CID:11707110	11707110	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	MAP2K1;MAP2K2	inhibitor of MEK1 and MEK2
CTRPv2	Tretinoin	Tretinoin	CID:444795	444795	SHGAZHPCJJPHSC-YCNIQYBTSA-N	RARA;RARB;RARG	agonist of retinoid acid receptors
CTRPv2	tretinoin:carboplatin (2:1 mol/mol)	tretinoin:carboplatin (2:1 mol/mol)	NAME:21			RARA;RARB;RARG	agonist of retinoid acid receptors;inducer of DNA damage
CTRPv2	tretinoin:navitoclax (4:1 mol/mol)	tretinoin:navitoclax (4:1 mol/mol)	NAME:41			RARA;RARB;RARG;BCL2;BCL2L1;BCL2L2	agonist of retinoid acid receptors;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	Triazolothiadiazine	Triazolothiadiazine	NAME:T			PDE4A;PDE4B;PDE4D	inhibitor of phosphdiesterase 4A/B/D
CTRPv2	Trifluoperazine	Trifluoperazine	CID:5566	5566	ZEWQUBUPAILYHI-UHFFFAOYSA-N	DRD2	antagonist of dopamine receptor D2
CTRPv2	Triptolide	Triptolide	CID:107985	107985	DFBIRQPKNDILPW-CIVMWXNOSA-N		natural product; inhibitor of RNA polymerase II
CTRPv2	Tubastatin A	Tubastatin A	CID:49850262	49850262		HDAC6	inhibitor of tubulin deacetylase activity of HDAC6
CTRPv2	Turofexorate isopropyl	Turofexorate isopropyl	CID:10026128	10026128		NR1H4	agonist of farnesoid X receptor
CTRPv2	TW 37	TW 37	CID:11455910	11455910	PQAPVTKIEGUPRN-UHFFFAOYSA-N	BCL2;BCL2L1	inhibitor of BCL2 and BCL-xL
CTRPv2	UNC0321	UNC0321	CID:46901937	46901937	AULLUGALUBVBDD-UHFFFAOYSA-N	EHMT2	inhibitor of G9a histone methyltransferase
CTRPv2	UNC0638	UNC0638	CID:46224516	46224516	QOECJCJVIMVJGX-UHFFFAOYSA-N	EHMT1;EHMT2	inhibitor of EHMT2 and GLP methyltransferase
